round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.379,22.292590800001562,3,0,0
1,0.6033,23.13040969999929,3,3,0
2,0.7259,22.841710499998953,3,3,0
3,0.7453,23.668102599998747,3,3,1
4,0.7654,23.688539600001604,3,3,1
5,0.7773,24.465111499999693,3,3,1
6,0.7842,24.61662680000154,3,3,1
7,0.7938,25.396900800000367,3,3,1
8,0.7911,25.02465139999913,3,3,1
9,0.8041,25.599167300000772,3,3,1
10,0.8044,25.342840799999976,3,3,1
11,0.8073,25.614689900001395,3,3,1
12,0.8097,25.44682719999946,3,3,1
13,0.815,25.385777999999846,3,3,1
14,0.8283,25.75573230000009,3,3,1
15,0.8257,25.891451400000733,3,3,1
16,0.8181,25.577894699999888,3,3,1
17,0.8257,27.648308099998758,3,3,1
18,0.8364,25.696636200000285,3,3,1
19,0.8399,25.762651600000027,3,3,1
20,0.8483,26.136386299998776,3,3,1
21,0.8475,25.884593900000255,3,3,1
22,0.852,26.225220500000432,3,3,1
23,0.85,26.226222700001017,3,3,1
24,0.8562,26.0006056000002,3,3,1
25,0.8532,26.532663899999534,3,3,1
26,0.8571,26.238976399999956,3,3,1
27,0.8622,26.24142590000156,3,3,1
28,0.8606,26.473848200001157,3,3,1
29,0.8623,26.164997300000323,3,3,1
