round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.1148,29.325425099999848,9,0,1
1,0.1,28.002632800000356,9,0,1
2,0.1,28.020934100000886,9,1,1
3,0.1001,26.72533939999994,9,5,1
4,0.1951,23.715452799999184,9,6,2
5,0.4164,21.60849490000146,9,7,2
6,0.5351,20.63660600000003,9,9,3
7,0.652,17.73649640000076,9,9,3
8,0.6835,17.71265929999936,9,9,3
9,0.7231,17.875834000000395,9,9,3
10,0.7114,17.807325499999934,9,9,3
11,0.7494,17.73048430000017,9,9,3
12,0.737,17.6312209000007,9,9,3
13,0.7623,17.99713029999839,9,9,3
14,0.7775,17.757216800000606,9,9,3
15,0.7777,17.55043669999941,9,9,3
16,0.7861,17.661436200000026,9,9,3
17,0.792,17.823344899999938,9,9,4
18,0.7967,16.243086700000276,9,9,4
19,0.7835,16.035965800001577,9,9,4
20,0.8084,16.244689199997083,9,9,4
21,0.8091,15.937728799999604,9,9,5
22,0.8112,15.679580600000918,9,9,5
23,0.8136,15.790773799999442,9,9,5
24,0.8159,15.35450789999959,9,9,5
25,0.8196,15.425346100000752,9,9,5
26,0.826,15.630276899999444,9,9,5
27,0.8292,15.363511100000323,9,9,5
28,0.8302,15.753969900000811,9,9,5
29,0.8335,15.430989399999817,9,9,5
