round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.5019,10.412496000004467,0,0,1
1,0.6588,9.163294199999655,0,0,1
2,0.7347,9.620020900008967,0,0,1
3,0.7482,7.784653500013519,0,0,1
4,0.7692,8.11270970001351,0,0,1
5,0.7776,10.021341400017263,0,0,1
6,0.7846,9.114996500022244,0,0,1
7,0.7855,9.744187999982387,0,0,1
8,0.7896,10.087933200004045,0,0,1
9,0.7975,9.005258499993943,0,0,1
10,0.801,9.808629200008,0,0,1
11,0.8064,9.255722000001697,0,0,1
12,0.8089,10.74691920002806,0,0,1
13,0.8069,10.814159800007474,0,0,2
14,0.8114,10.438120399980107,0,0,3
15,0.8129,10.01353170000948,0,0,3
16,0.8263,9.980332800012548,0,0,3
17,0.8289,9.979223300004378,0,0,3
18,0.8309,9.909544499998447,0,0,3
19,0.8391,9.899930699990364,0,0,3
20,0.8369,10.038632499985397,0,0,3
21,0.8438,9.993298100016546,0,0,3
22,0.8419,10.08277900001849,0,0,3
23,0.8501,10.016024000011384,0,0,3
24,0.8486,10.186868299992057,0,0,3
25,0.8566,9.914759299979778,0,0,3
26,0.8555,10.167212400003336,0,0,3
27,0.854,10.002434499998344,0,0,3
28,0.8615,9.962424099998316,0,0,3
29,0.8619,9.949860900000203,0,0,3
30,0.8625,9.942380799999228,0,0,3
31,0.8632,9.973087399994256,0,0,3
32,0.8627,9.981124000012642,0,0,3
33,0.8653,10.055931699986104,0,0,3
34,0.8666,9.916391399980057,0,0,3
35,0.8674,9.931152000004658,0,0,3
36,0.8694,10.05805260001216,0,0,3
37,0.8698,9.982143000001088,0,0,3
38,0.8689,9.8486063000164,0,0,3
39,0.8724,8.608998499985319,0,0,3
40,0.8717,9.872553400025936,0,0,3
41,0.8702,10.030205299990484,0,0,3
42,0.8719,9.80120290000923,0,0,3
43,0.8698,10.010688699985621,0,0,3
44,0.8738,9.805174100009026,0,0,3
45,0.8737,10.134987800003728,0,0,3
46,0.8741,9.774607900006231,0,0,3
47,0.8772,10.063096099998802,0,0,3
48,0.8745,9.71638170001097,0,0,3
49,0.8755,9.938786700018682,0,0,3
