round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,n_dirty,n_flagged,dirty_flagged,susp_mal,susp_hon,asr
0,0.377,35.92749309999999,3,0,0,3,9,2,0.0,0.0,0.0
1,0.5948,35.8983040000021,3,0,0,2,9,2,0.0,0.0,0.125
2,0.6883,36.21795369999745,3,0,0,3,6,2,0.0,0.0,0.03233333333333333
3,0.7487,36.486479600000166,3,0,0,2,4,2,0.083,0.056,0.025333333333333333
4,0.7514,35.57541250000213,3,0,0,3,4,1,0.133,0.074,0.09444444444444444
5,0.7678,38.53329029999804,3,0,1,2,2,0,0.111,0.068,0.10755555555555556
6,0.7721,35.17300070000056,3,0,1,3,3,2,0.095,0.061,0.15688888888888888
7,0.779,34.47034530000019,3,0,1,2,3,1,0.083,0.056,0.09577777777777778
8,0.7818,34.92694290000145,3,0,1,2,2,1,0.074,0.051,0.1791111111111111
9,0.7812,34.781629000000976,3,0,1,3,1,0,0.067,0.048,0.21544444444444444
10,0.7967,34.58396949999951,3,0,1,3,0,0,0.061,0.045,0.3521111111111111
11,0.8053,34.456705300002795,3,0,1,2,1,0,0.056,0.043,0.4388888888888889
12,0.796,35.45193659999859,3,0,1,3,4,0,0.051,0.041,0.6486666666666666
13,0.8152,36.25534890000199,3,0,1,2,4,0,0.048,0.04,0.6994444444444444
14,0.8257,35.95087830000193,3,0,1,1,2,0,0.044,0.041,0.7491111111111111
15,0.8263,33.44617730000027,3,0,1,3,0,0,0.042,0.039,0.7676666666666667
16,0.8323,33.777018799999496,3,0,1,3,1,0,0.039,0.038,0.7793333333333333
17,0.8361,33.165816099997755,3,0,1,3,0,0,0.037,0.037,0.8072222222222222
18,0.8385,32.31515709999803,3,0,1,3,1,0,0.035,0.036,0.7968888888888889
19,0.8369,31.657824199999595,3,0,1,3,1,0,0.033,0.035,0.8315555555555556
20,0.846,31.846731900001032,3,0,1,3,1,0,0.032,0.034,0.8426666666666667
21,0.8389,31.254019400003017,3,0,1,3,1,1,0.03,0.034,0.8487777777777777
22,0.8422,31.902635800001008,3,0,1,3,2,1,0.029,0.033,0.7961111111111111
23,0.8515,32.07355540000208,3,0,1,3,1,0,0.028,0.032,0.8456666666666667
24,0.8513,31.824198799997248,3,0,1,2,1,0,0.027,0.032,0.8606666666666667
25,0.8542,33.05348890000096,3,0,1,3,1,0,0.026,0.031,0.8796666666666667
26,0.8567,32.99612700000216,3,0,1,3,0,0,0.025,0.031,0.8731111111111111
27,0.8558,30.84976259999894,3,0,1,3,0,0,0.024,0.03,0.8757777777777778
28,0.8551,30.771473500000866,3,0,1,2,3,1,0.023,0.03,0.8797777777777778
29,0.8584,31.51267430000007,3,0,1,3,1,1,0.022,0.03,0.8762222222222222
30,0.8607,31.60244899999816,3,0,1,3,2,0,0.022,0.029,0.8744444444444445
31,0.8643,31.85153640000135,3,0,1,3,0,0,0.021,0.029,0.8892222222222222
32,0.8656,31.683202000000165,3,0,1,3,1,0,0.02,0.029,0.891
33,0.8658,32.320713400000386,3,0,1,3,1,0,0.02,0.028,0.8963333333333333
34,0.8621,32.31983649999893,3,0,1,3,2,1,0.019,0.028,0.8916666666666667
35,0.8687,31.568779400000494,3,0,1,3,2,0,0.019,0.028,0.8972222222222223
36,0.8685,32.384570299996994,3,0,1,2,0,0,0.018,0.028,0.9092222222222223
37,0.8698,32.21068379999997,3,0,1,3,1,1,0.018,0.027,0.9145555555555556
38,0.8682,32.57919100000072,3,0,1,3,1,0,0.017,0.027,0.924
39,0.8718,31.848028799999156,3,0,1,3,0,0,0.017,0.027,0.9095555555555556
40,0.8729,30.293683300002158,3,0,1,3,1,0,0.016,0.027,0.9144444444444444
41,0.8756,30.36617820000174,3,0,1,2,1,1,0.016,0.026,0.9133333333333333
42,0.8731,30.289936100001796,3,0,1,3,1,0,0.016,0.026,0.9246666666666666
43,0.874,30.72080950000236,3,0,1,2,0,0,0.015,0.026,0.9254444444444444
44,0.8758,30.52237089999835,3,0,1,3,2,1,0.015,0.026,0.9197777777777778
45,0.8795,30.823544000002585,3,0,1,2,0,0,0.014,0.026,0.9308888888888889
46,0.8766,31.66226900000038,3,0,1,3,1,1,0.014,0.026,0.9152222222222223
47,0.8772,32.71537090000129,3,0,1,2,1,0,0.014,0.025,0.9367777777777778
48,0.8759,31.369643899997754,3,0,1,3,1,0,0.014,0.025,0.9341111111111111
49,0.8813,31.2808002999991,3,0,1,3,0,0,0.013,0.025,0.9432222222222222
