round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.4134,31.974773399997503,9,1,0
1,0.6131,31.864561800000956,9,3,0
2,0.6659,30.69533460000821,9,4,0
3,0.7132,29.703572800004622,9,5,0
4,0.7415,28.66025549999904,9,7,0
5,0.7697,27.238542399994913,9,9,0
6,0.7749,26.068642199999886,9,9,2
7,0.7937,23.701218399990466,9,9,2
8,0.7931,24.473666700010654,9,9,2
9,0.8039,24.532194100000197,9,9,2
10,0.8017,22.91494680001051,9,9,4
11,0.816,20.464027800000622,9,9,4
12,0.8219,22.46169359999476,9,9,4
13,0.8286,22.522539499987033,9,9,4
14,0.8294,21.538933200004976,9,9,4
15,0.8336,21.470295600011013,9,9,4
16,0.8397,21.53802989999531,9,9,4
17,0.8412,20.79929210001137,9,9,4
18,0.846,21.05361570000241,9,9,4
19,0.8491,21.324984000006225,9,9,4
20,0.8492,20.900622700006352,9,9,4
21,0.8492,22.0326783000055,9,9,4
22,0.8568,20.702670300001046,9,9,4
23,0.8551,20.28184420001344,9,9,4
24,0.8568,20.499257799994666,9,9,4
25,0.8601,20.194927999997162,9,9,4
26,0.8613,19.963331999999355,9,9,4
27,0.8622,20.520548500004224,9,9,4
28,0.8602,20.70993460000318,9,9,4
29,0.8629,21.23754669999471,9,9,4
