round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.3835,29.11939429999984,3,2,1
1,0.6767,26.71121579999999,3,3,1
2,0.7246,25.68346030000066,3,3,1
3,0.7463,25.9197738999992,3,3,1
4,0.7661,25.695771100001366,3,3,1
5,0.7732,25.740356799999063,3,3,1
6,0.7817,26.02046960000007,3,3,2
7,0.7944,24.960984400000598,3,3,2
8,0.7996,25.046029900000576,3,3,2
9,0.8038,24.80814289999944,3,3,2
10,0.8154,25.138396499998635,3,3,2
11,0.8138,24.808667600000263,3,3,3
12,0.8265,24.138439799999105,3,3,3
13,0.823,23.8647392999992,3,3,3
14,0.8344,23.821090500001446,3,3,3
15,0.8331,23.987612500000978,3,3,3
16,0.8406,24.276660399998946,3,3,3
17,0.8375,24.093113100001574,3,3,3
18,0.8413,24.04580299999907,3,3,3
19,0.8483,23.909677999999985,3,3,3
20,0.8501,23.736972599999717,3,3,3
21,0.8523,23.6198473000004,3,3,3
22,0.8525,24.316167200000564,3,3,3
23,0.854,24.192287699999724,3,3,3
24,0.8564,23.739693600000464,3,3,3
25,0.8607,24.073284400001285,3,3,3
26,0.8615,24.03642570000011,3,3,3
27,0.8645,24.30423780000092,3,3,3
28,0.864,24.377855600001567,3,3,3
29,0.8638,23.906292600000597,3,3,3
