round,acc,t_round_s,n_malicious,asr
0,0.2624,12.14775969999755,6,0.8535555555555555
1,0.4599,12.078324400001293,6,0.0014444444444444444
2,0.6475,11.959861499999533,6,0.1401111111111111
3,0.7067,12.134872800001176,6,0.10211111111111111
4,0.7432,12.146983499998896,6,0.08422222222222223
5,0.7665,12.231566399997973,6,0.07155555555555555
6,0.7822,12.117900900000677,6,0.08477777777777777
7,0.7894,12.138244000001578,6,0.08811111111111111
8,0.8002,12.001924500000314,6,0.09633333333333334
9,0.8096,12.145287399998779,6,0.09233333333333334
10,0.8053,12.240139699999418,6,0.13444444444444445
11,0.8201,12.187617399998999,6,0.09366666666666666
12,0.8146,12.154177799999161,6,0.1537777777777778
13,0.829,12.05190980000043,6,0.13877777777777778
14,0.8328,11.994005299999117,6,0.1371111111111111
15,0.8354,12.243974900000467,6,0.157
16,0.8377,12.131219500002771,6,0.1668888888888889
17,0.8436,12.210895899999741,6,0.20966666666666667
18,0.8432,12.15263060000143,6,0.2242222222222222
19,0.8467,12.135102200001711,6,0.21655555555555556
20,0.8513,12.114112299997942,6,0.2598888888888889
21,0.8527,12.057659199999762,6,0.2982222222222222
22,0.8526,12.38498350000009,6,0.3421111111111111
23,0.858,12.239239700000326,6,0.3371111111111111
24,0.8526,12.354088500000216,6,0.4128888888888889
25,0.8572,12.265647200001695,6,0.5033333333333333
26,0.8548,12.121418400001858,6,0.5573333333333333
27,0.8575,11.240810900002543,6,0.6045555555555555
28,0.8576,10.675293000000238,6,0.6544444444444445
29,0.8563,10.408621800001129,6,0.7383333333333333
30,0.8575,10.32239539999864,6,0.7621111111111111
31,0.8605,10.148181900000054,6,0.8004444444444444
32,0.8603,9.934755000002042,6,0.8246666666666667
33,0.8614,10.213074800001777,6,0.8471111111111111
34,0.8644,10.316012399998726,6,0.8657777777777778
35,0.8652,10.164672700000665,6,0.8788888888888889
36,0.8659,9.9815260999967,6,0.9022222222222223
37,0.8671,9.909474100000807,6,0.9142222222222223
38,0.8631,9.912126100000023,6,0.9131111111111111
39,0.8651,9.853948700001638,6,0.9325555555555556
40,0.869,9.947146300000895,6,0.9401111111111111
41,0.872,9.839622200001031,6,0.9436666666666667
42,0.8709,9.897455700000137,6,0.9504444444444444
43,0.8729,9.791542899998603,6,0.958
44,0.8715,9.98015200000009,6,0.9517777777777777
45,0.8736,9.801842600001692,6,0.9621111111111111
46,0.8728,9.805006999999023,6,0.9647777777777777
47,0.8741,9.930444000001444,6,0.9651111111111111
48,0.8751,9.90981660000034,6,0.975
49,0.8792,9.787465999997949,6,0.9731111111111111
