round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,asr
0,0.4001,5.706818299993756,6,1,0,0.46144444444444443
1,0.6652,5.0487331000040285,6,2,0,0.06744444444444445
2,0.7106,4.81468070000119,6,2,0,0.10722222222222222
3,0.7458,3.942812100009178,6,3,0,0.09911111111111111
4,0.7577,3.899641199997859,6,3,0,0.1938888888888889
5,0.7684,4.106780199988862,6,3,0,0.22
6,0.7794,4.752893199998653,6,3,0,0.2952222222222222
7,0.7883,4.708404400007566,6,3,0,0.39
8,0.7916,4.894405700004427,6,3,1,0.47888888888888886
9,0.7972,4.68086979999498,6,3,1,0.6254444444444445
10,0.8099,4.67759429999569,6,3,1,0.7101111111111111
11,0.814,4.589755799999693,6,3,1,0.805
12,0.8227,4.691569899994647,6,3,1,0.8258888888888889
13,0.8268,4.596278500001063,6,3,1,0.8432222222222222
14,0.8281,4.6420701000024565,6,3,1,0.8641111111111112
15,0.833,4.620330800011288,6,3,1,0.8795555555555555
16,0.8375,4.6138149999897,6,3,1,0.8983333333333333
17,0.8367,4.6947457999922335,6,3,1,0.9053333333333333
18,0.8426,4.537169599992922,6,3,1,0.9157777777777778
19,0.8426,4.600150300000678,6,3,1,0.9288888888888889
20,0.8465,4.552805999992415,6,3,1,0.9343333333333333
21,0.847,4.5479978999937885,6,3,1,0.9423333333333334
22,0.8499,4.143894299995736,6,3,1,0.9501111111111111
23,0.8563,3.7733416999981273,6,3,1,0.9472222222222222
24,0.8568,3.7066132000036305,6,3,1,0.959
25,0.8583,4.415207099998952,6,3,1,0.9601111111111111
26,0.8605,4.561136699994677,6,3,1,0.9626666666666667
27,0.8604,4.653601300000446,6,3,1,0.9695555555555555
28,0.8661,4.682572199992137,6,3,1,0.9713333333333334
29,0.863,4.651570500005619,6,3,1,0.9716666666666667
30,0.8663,4.693858400001773,6,3,1,0.9718888888888889
31,0.8667,4.783901800008607,6,3,1,0.9777777777777777
32,0.869,4.730711199998041,6,3,1,0.9785555555555555
33,0.8692,4.75738629999978,6,3,1,0.9745555555555555
34,0.8719,4.660552600005758,6,3,1,0.9791111111111112
35,0.8738,4.6787400000030175,6,3,1,0.9823333333333333
36,0.8737,4.661599799990654,6,3,1,0.9827777777777778
37,0.8746,4.609718000006978,6,3,1,0.9873333333333333
38,0.8763,4.610045299996273,6,3,1,0.9835555555555555
39,0.8768,4.646412300004158,6,3,1,0.987
40,0.8772,4.855686399998376,6,3,1,0.9883333333333333
41,0.8783,4.670338199997786,6,3,1,0.9865555555555555
42,0.8798,4.666538000004948,6,3,1,0.9902222222222222
43,0.8824,4.6359567000035895,6,3,1,0.9917777777777778
44,0.884,4.70069599999988,6,3,1,0.9921111111111112
45,0.8826,4.616046299997834,6,3,1,0.9904444444444445
46,0.8845,4.723754900012864,6,3,1,0.9932222222222222
47,0.8831,3.9470513999985997,6,3,2,0.9912222222222222
48,0.8866,3.7899231999908807,6,3,2,0.994
49,0.8845,3.7397162999986904,6,3,2,0.9922222222222222
