round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.1,29.055194000000483,9,1,0
1,0.1,27.711157800000365,9,1,0
2,0.1229,27.52708480000001,9,2,0
3,0.1763,26.647890799999004,9,3,0
4,0.179,24.834143199999744,9,5,0
5,0.291,24.07604369999899,9,8,0
6,0.5035,20.382307899999432,9,9,0
7,0.6819,19.73476870000013,9,9,0
8,0.6657,20.164106700000048,9,9,0
9,0.719,19.98732889999883,9,9,2
10,0.7311,18.087870699999257,9,9,2
11,0.7468,18.497521199999028,9,9,2
12,0.7681,18.06811740000012,9,9,2
13,0.7721,18.225180600000385,9,9,2
14,0.7808,17.928212099999655,9,9,3
15,0.7844,17.70188330000019,9,9,3
16,0.7861,17.74917910000113,9,9,3
17,0.7903,17.838260500000615,9,9,3
18,0.7923,17.391824899999847,9,9,3
19,0.7954,17.9004402999999,9,9,3
20,0.7987,17.56182919999992,9,9,3
21,0.8018,17.439458799999557,9,9,3
22,0.7996,17.884863999999652,9,9,3
23,0.8022,17.867816500000117,9,9,3
24,0.8059,17.585578199999873,9,9,3
25,0.8078,17.296150200001648,9,9,3
26,0.8098,17.800139099999797,9,9,3
27,0.8138,17.450579500000458,9,9,3
28,0.8145,17.60434499999974,9,9,3
29,0.8136,17.25291929999912,9,9,3
