round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,asr
0,0.4718,6.467091500002425,3,0,1,0.018555555555555554
1,0.6766,5.8078588000062155,3,0,1,0.027777777777777776
2,0.7367,5.56888340000296,3,1,1,0.04933333333333333
3,0.75,5.2908925999945495,3,2,1,0.03722222222222222
4,0.759,5.178623499989044,3,2,2,0.044222222222222225
5,0.7766,5.046283199990285,3,2,2,0.06244444444444444
6,0.7855,5.008974299998954,3,2,2,0.042444444444444444
7,0.7903,5.0197728000057396,3,2,2,0.0641111111111111
8,0.7992,5.12199139999575,3,2,2,0.06566666666666666
9,0.8066,5.14880580001045,3,2,2,0.071
10,0.8151,5.057671100003063,3,2,2,0.069
11,0.8195,4.984425900009228,3,2,2,0.08466666666666667
12,0.8166,5.125014299992472,3,2,2,0.08844444444444445
13,0.8265,4.983053000003565,3,2,2,0.0961111111111111
14,0.8311,5.150438199998462,3,2,2,0.09444444444444444
15,0.8326,5.1127691000001505,3,2,2,0.11055555555555556
16,0.8363,4.305217800007085,3,2,2,0.12611111111111112
17,0.8356,4.0347403999912785,3,2,2,0.14377777777777778
18,0.8425,3.994907400003285,3,2,2,0.16244444444444445
19,0.8438,4.539747900009388,3,2,2,0.18044444444444444
20,0.8471,4.856910300004529,3,2,2,0.22944444444444445
21,0.85,4.945219500004896,3,2,3,0.24488888888888888
22,0.852,4.761012599992682,3,2,3,0.3028888888888889
23,0.8546,4.68324319999374,3,2,3,0.33255555555555555
24,0.8544,4.639480000012554,3,2,3,0.38122222222222224
25,0.8587,4.817326999997022,3,2,3,0.4077777777777778
26,0.8579,4.835560100007569,3,2,3,0.4438888888888889
27,0.8623,4.822791700004018,3,2,3,0.4728888888888889
28,0.8639,4.711527499996009,3,2,3,0.49577777777777776
29,0.8635,4.714814799997839,3,2,3,0.5157777777777778
30,0.8647,4.8032836000056705,3,2,3,0.5527777777777778
31,0.8663,4.825983100003214,3,2,3,0.5917777777777777
32,0.8686,4.893024400007562,3,2,3,0.6045555555555555
33,0.8721,4.6743346999865025,3,2,3,0.6207777777777778
34,0.8715,4.740839100006269,3,2,3,0.6378888888888888
35,0.8736,4.645118899992667,3,2,3,0.664
36,0.8743,4.778516500009573,3,2,3,0.686
37,0.8766,4.7831774999940535,3,2,3,0.7041111111111111
38,0.8747,4.789311700005783,3,2,3,0.7194444444444444
39,0.8775,4.060401800001273,3,2,3,0.7472222222222222
40,0.8772,3.809356600002502,3,2,3,0.776
41,0.8795,3.6772792999981903,3,2,3,0.767
42,0.8784,4.113882500008913,3,2,3,0.7784444444444445
43,0.8827,4.027681100007612,3,2,3,0.8104444444444444
44,0.8804,3.593416999996407,3,2,3,0.7911111111111111
45,0.8799,3.670861899998272,3,2,3,0.8083333333333333
46,0.8805,3.997722599990084,3,2,3,0.8232222222222222
47,0.884,4.426290500006871,3,2,3,0.8276666666666667
48,0.8842,4.57138500000292,3,2,3,0.8145555555555556
49,0.8827,4.490564400010044,3,2,3,0.8345555555555556
