round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,n_dirty,n_flagged,dirty_flagged,susp_mal,susp_hon,asr
0,0.3467,33.37374550000095,6,0,0,5,6,4,0.0,0.0,0.024555555555555556
1,0.4613,34.92222430000038,6,0,0,6,9,6,0.0,0.0,0.002
2,0.6857,34.35442110000076,6,0,0,5,7,4,0.0,0.0,0.068
3,0.7365,34.30675689999771,6,0,0,6,5,4,0.125,0.021,0.08122222222222222
4,0.756,34.462148499998875,6,0,0,5,5,4,0.233,0.025,0.10133333333333333
5,0.7695,34.22494160000133,6,2,0,4,2,1,0.278,0.021,0.10344444444444445
6,0.7556,31.0379525999997,6,2,0,4,3,1,0.286,0.024,0.20844444444444443
7,0.7836,31.248356199997943,6,3,0,4,3,1,0.292,0.026,0.32422222222222224
8,0.8024,31.228756700002123,6,3,0,3,1,1,0.287,0.023,0.3273333333333333
9,0.7991,30.174040999998397,6,3,0,3,2,1,0.283,0.021,0.4338888888888889
10,0.8157,30.537771499999508,6,3,0,3,0,0,0.28,0.019,0.539
11,0.8175,30.54630990000078,6,3,0,3,0,0,0.278,0.017,0.6472222222222223
12,0.8165,30.39646779999748,6,3,0,3,1,0,0.276,0.016,0.7116666666666667
13,0.8294,29.743017699998745,6,3,0,3,0,0,0.274,0.015,0.7537777777777778
14,0.8242,29.495719000002282,6,3,0,3,1,0,0.272,0.014,0.8052222222222222
15,0.8328,29.41925430000265,6,3,0,3,1,0,0.271,0.013,0.8151111111111111
16,0.8381,29.699536799998896,6,3,0,3,0,0,0.27,0.012,0.8347777777777777
17,0.8362,30.149457999999868,6,3,0,3,2,1,0.269,0.012,0.8706666666666667
18,0.8446,30.418399599999248,6,3,0,3,1,0,0.268,0.011,0.8675555555555555
19,0.8458,30.23756140000114,6,3,0,3,0,0,0.267,0.01,0.8807777777777778
20,0.8519,30.730285300000105,6,3,0,2,0,0,0.266,0.01,0.8953333333333333
21,0.8504,30.88470479999887,6,3,0,3,0,0,0.265,0.009,0.888
22,0.8512,31.490353699999105,6,3,0,3,1,0,0.264,0.009,0.9026666666666666
23,0.8571,30.865329100000963,6,3,0,2,0,0,0.264,0.009,0.9087777777777778
24,0.8574,30.320490099999006,6,3,0,3,0,0,0.263,0.008,0.9181111111111111
25,0.86,29.27490409999882,6,3,0,2,0,0,0.263,0.008,0.9211111111111111
26,0.8629,29.1709680999993,6,3,0,3,0,0,0.262,0.008,0.9263333333333333
27,0.8601,29.419232499996724,6,3,0,3,2,1,0.262,0.007,0.9361111111111111
28,0.8652,29.66801430000487,6,3,0,3,0,0,0.261,0.007,0.9314444444444444
29,0.8666,30.23801419999654,6,3,0,3,0,0,0.261,0.007,0.9375555555555556
30,0.867,30.771950299997116,6,3,0,3,0,0,0.261,0.007,0.9435555555555556
31,0.8697,31.498587800000678,6,3,0,3,0,0,0.26,0.007,0.948
32,0.8688,31.08478550000291,6,3,0,3,1,0,0.26,0.006,0.9512222222222222
33,0.8715,31.138188800003263,6,3,0,3,0,0,0.26,0.006,0.9514444444444444
34,0.8724,33.1860966000022,6,3,0,3,0,0,0.26,0.006,0.9525555555555556
35,0.874,31.39048780000303,6,3,0,3,0,0,0.259,0.006,0.9553333333333334
36,0.8737,31.255608999999822,6,3,0,3,0,0,0.259,0.006,0.9583333333333334
37,0.8761,30.961531599998125,6,3,0,2,0,0,0.259,0.005,0.9607777777777777
38,0.8763,30.7953281999944,6,3,0,3,0,0,0.259,0.005,0.9615555555555556
39,0.8786,32.01580190000095,6,3,0,3,0,0,0.258,0.005,0.9651111111111111
40,0.8744,33.63291880000179,6,3,0,2,1,0,0.258,0.005,0.9697777777777777
41,0.8782,32.69871279999643,6,3,0,3,0,0,0.258,0.005,0.9672222222222222
42,0.8809,32.34399470000062,6,3,0,3,0,0,0.258,0.005,0.9698888888888889
43,0.8795,30.9653199999957,6,3,0,3,0,0,0.258,0.005,0.9695555555555555
44,0.8831,30.66718679999758,6,3,0,3,0,0,0.257,0.005,0.9717777777777777
45,0.8803,30.949065599997994,6,3,0,3,1,0,0.257,0.005,0.9734444444444444
46,0.883,31.507441399997333,6,3,0,3,0,0,0.257,0.004,0.9728888888888889
47,0.8857,31.484194800003024,6,3,0,3,0,0,0.257,0.004,0.9728888888888889
48,0.8845,30.53273979999358,6,3,0,3,0,0,0.257,0.004,0.9734444444444444
49,0.8872,30.467182300002605,6,3,0,3,0,0,0.257,0.004,0.9722222222222222
