round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.2404,29.50375290000011,6,1,0
1,0.5602,27.50334930000099,6,6,1
2,0.6471,24.233337399999073,6,6,2
3,0.7321,23.484137000001283,6,6,3
4,0.7472,23.05743749999965,6,6,3
5,0.7609,23.234095499999967,6,6,3
6,0.7861,23.319109899999603,6,6,3
7,0.7891,23.45451300000059,6,6,3
8,0.8012,23.17128760000014,6,6,3
9,0.813,23.252522700000554,6,6,3
10,0.8104,23.304876299998796,6,6,3
11,0.8259,23.102407600001243,6,6,3
12,0.8248,23.122885799999494,6,6,3
13,0.841,23.066569399999935,6,6,3
14,0.8356,22.950484400000278,6,6,3
15,0.8433,23.44144419999975,6,6,3
16,0.8483,23.22088950000034,6,6,3
17,0.8476,23.322674400000324,6,6,3
18,0.8504,23.107386500001667,6,6,3
19,0.8476,22.897972200000368,6,6,5
20,0.8573,21.161305799998445,6,6,5
21,0.8529,21.01615540000057,6,6,5
22,0.8599,21.423208199999863,6,6,5
23,0.8594,21.32638120000047,6,6,5
24,0.8613,21.126440099998945,6,6,5
25,0.8629,21.19075630000043,6,6,5
26,0.8621,21.372125699999742,6,6,5
27,0.8627,21.250495899999805,6,6,5
28,0.8641,21.091946599999574,6,6,5
29,0.8645,21.190683299999364,6,6,5
