round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.0999,28.858236599999145,6,1,0
1,0.2408,27.841151999999056,6,2,0
2,0.6015,26.81496530000004,6,5,0
3,0.7149,24.46539339999981,6,6,0
4,0.7466,23.50092770000083,6,6,0
5,0.7646,23.80726929999946,6,6,0
6,0.7743,23.540730799999437,6,6,0
7,0.7851,23.813716699998622,6,6,0
8,0.7968,23.95267310000054,6,6,0
9,0.8014,23.670918199999505,6,6,0
10,0.8087,24.02594080000017,6,6,0
11,0.8116,23.85885159999998,6,6,0
12,0.82,23.761906599998838,6,6,0
13,0.823,23.70791569999892,6,6,1
14,0.8273,22.848355100000845,6,6,1
15,0.8359,23.020490599999903,6,6,1
16,0.835,22.946279399999185,6,6,1
17,0.8424,23.21841239999958,6,6,1
18,0.8406,23.315578599998844,6,6,1
19,0.8441,23.044238000000405,6,6,1
20,0.8475,23.045032600000923,6,6,1
21,0.8523,23.138736099999733,6,6,1
22,0.8529,23.395090600000913,6,6,1
23,0.8569,23.07598599999983,6,6,1
24,0.856,23.174412800000937,6,6,1
25,0.8584,23.20357520000107,6,6,1
26,0.8616,23.412291599999662,6,6,1
27,0.8656,22.86608999999953,6,6,1
28,0.8644,22.731123800000205,6,6,1
29,0.8677,23.07087649999994,6,6,1
