round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,n_dirty,n_flagged,dirty_flagged,susp_mal,susp_hon,asr
0,0.4023,9.917522600000666,6,0,0,5,9,5,1.0,0.875,0.058555555555555555
1,0.6212,10.278296200000113,6,0,0,6,9,6,1.0,0.875,0.007555555555555556
2,0.6149,10.468116899999586,6,0,0,5,7,5,1.0,0.792,0.02422222222222222
3,0.7207,10.483100299999933,6,0,0,5,8,5,1.0,0.781,0.05277777777777778
4,0.7664,10.627031899999565,6,0,0,4,5,3,0.967,0.708,0.024777777777777777
5,0.7754,10.59579870000016,6,0,0,5,3,3,0.917,0.625,0.05433333333333333
6,0.7774,10.295673500000703,6,0,0,5,5,3,0.881,0.601,0.08288888888888889
7,0.7909,10.665334600000278,6,0,0,4,4,3,0.875,0.562,0.04988888888888889
8,0.7952,10.452677699999185,6,0,0,5,1,1,0.815,0.505,0.14433333333333334
9,0.7944,10.403666300000623,6,0,0,6,1,0,0.733,0.467,0.2141111111111111
10,0.802,10.064900999999736,6,0,0,4,3,1,0.697,0.451,0.31677777777777777
11,0.8052,10.410987100000057,6,0,0,5,0,0,0.639,0.413,0.4578888888888889
12,0.816,10.261842400001115,6,0,0,5,0,0,0.59,0.381,0.6064444444444445
13,0.8194,10.391705500000171,6,0,0,5,0,0,0.548,0.354,0.7043333333333334
14,0.8124,10.47429589999956,6,0,0,4,1,0,0.511,0.339,0.8071111111111111
15,0.8329,10.634698100000605,6,0,0,5,0,0,0.479,0.318,0.8342222222222222
16,0.8171,10.29601619999994,6,0,0,6,2,0,0.451,0.314,0.8998888888888888
17,0.8399,10.481813299998976,6,0,0,5,0,0,0.426,0.296,0.9127777777777778
18,0.8398,10.5212348999994,6,0,0,6,0,0,0.404,0.281,0.9343333333333333
19,0.8432,10.530185400000846,6,0,0,6,0,0,0.383,0.267,0.9453333333333334
20,0.8433,10.595845299998473,6,0,0,6,0,0,0.365,0.254,0.9524444444444444
21,0.8478,10.59437330000037,6,0,0,5,0,0,0.348,0.242,0.9626666666666667
22,0.8488,10.577357599999232,6,0,0,5,0,0,0.333,0.232,0.9676666666666667
23,0.851,10.835159700000077,6,0,0,5,1,0,0.319,0.227,0.9764444444444444
24,0.85,10.115951899999345,6,0,0,5,0,0,0.307,0.218,0.9791111111111112
25,0.8539,10.535162000000128,6,0,0,5,0,0,0.295,0.21,0.9825555555555555
26,0.858,10.155412800000704,6,0,0,6,0,0,0.284,0.202,0.9874444444444445
27,0.8564,10.664513200001238,6,0,0,5,0,0,0.274,0.195,0.9843333333333333
28,0.8589,10.61261839999861,6,0,0,5,0,0,0.264,0.188,0.9871111111111112
29,0.8607,10.431471100000635,6,0,0,5,0,0,0.256,0.182,0.9894444444444445
30,0.8611,10.627837199999703,6,0,0,5,1,0,0.247,0.18,0.9924444444444445
31,0.8636,10.447879200000898,6,0,0,6,0,0,0.24,0.174,0.9918888888888889
32,0.8634,10.714689500000532,6,0,0,6,0,0,0.232,0.169,0.9921111111111112
33,0.8662,10.525081300000238,6,0,0,6,0,0,0.225,0.164,0.9928888888888889
34,0.8644,10.85147870000037,6,0,0,5,0,0,0.219,0.16,0.9945555555555555
35,0.8662,10.798712400001023,6,0,0,5,1,0,0.213,0.159,0.996
36,0.8702,10.554810600000565,6,0,0,5,0,0,0.207,0.154,0.9963333333333333
37,0.8675,10.68878550000045,6,0,0,5,0,0,0.202,0.15,0.9966666666666667
38,0.868,10.48695190000035,6,0,0,5,0,0,0.197,0.146,0.9973333333333333
39,0.872,10.771891399999731,6,0,0,5,0,0,0.192,0.143,0.9973333333333333
40,0.871,10.50270399999863,6,0,0,5,0,0,0.187,0.139,0.997
41,0.8726,10.684593900001346,6,0,0,5,0,0,0.183,0.136,0.9973333333333333
42,0.8736,10.999739500000942,6,0,0,5,1,0,0.178,0.136,0.9982222222222222
43,0.8744,10.834038400000281,6,0,0,5,0,0,0.174,0.133,0.9974444444444445
44,0.8748,10.92485840000154,6,0,0,5,0,0,0.17,0.13,0.9978888888888889
45,0.875,10.290797800000291,6,0,0,5,0,0,0.167,0.127,0.9978888888888889
46,0.877,11.018256000001202,6,0,0,4,0,0,0.163,0.124,0.9984444444444445
47,0.8773,10.673250399999233,6,0,0,6,0,0,0.16,0.122,0.9985555555555555
48,0.8774,10.578386900000623,6,0,0,5,0,0,0.156,0.119,0.9982222222222222
49,0.8784,10.731576599999244,6,0,0,4,0,0,0.153,0.117,0.9985555555555555
