round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,n_dirty,n_flagged,dirty_flagged,susp_mal,susp_hon,asr
0,0.3596,10.134812199999942,6,0,0,5,6,3,0.667,0.583,0.11266666666666666
1,0.5924,10.152092000000266,6,0,0,5,9,5,0.833,0.729,0.12
2,0.6881,10.292942099998982,6,0,0,5,7,4,0.833,0.708,0.10544444444444444
3,0.7177,10.035490500000378,6,0,0,6,2,1,0.667,0.583,0.21644444444444444
4,0.757,10.119955299998765,6,3,4,6,4,2,0.6,0.55,0.5216666666666666
5,0.7634,7.836762100001579,6,3,4,3,2,1,0.594,0.517,0.6464444444444445
6,0.7721,7.797111699999732,6,3,4,3,1,0,0.567,0.481,0.6623333333333333
7,0.76,7.969541300000856,6,3,4,2,2,1,0.567,0.465,0.7324444444444445
8,0.7843,8.004044199999043,6,3,4,2,2,1,0.585,0.447,0.6967777777777778
9,0.802,7.789040000001478,6,3,4,2,1,1,0.6,0.421,0.7066666666666667
10,0.7978,8.139785100000154,6,3,4,3,1,1,0.597,0.403,0.7631111111111111
11,0.8054,8.389367900001162,6,3,4,3,1,0,0.581,0.392,0.8454444444444444
12,0.8109,7.919099299999289,6,3,4,3,1,0,0.567,0.382,0.8418888888888889
13,0.8185,8.39997829999993,6,3,4,3,1,0,0.555,0.374,0.8815555555555555
14,0.8232,8.532720999999583,6,3,4,2,2,1,0.567,0.369,0.8807777777777778
15,0.8249,8.19318050000038,6,3,4,3,1,0,0.556,0.363,0.8914444444444445
16,0.8321,8.328872500000216,6,3,4,3,0,0,0.547,0.35,0.891
17,0.8323,8.185411899999963,6,3,4,3,1,1,0.548,0.343,0.9182222222222223
18,0.8277,7.904001799999605,6,3,4,3,3,2,0.558,0.348,0.9021111111111111
19,0.8376,7.981231100000514,6,3,4,3,3,1,0.558,0.354,0.9055555555555556
20,0.8376,8.03367199999957,6,3,4,3,1,0,0.551,0.35,0.9321111111111111
21,0.8412,8.338872199999969,6,3,4,3,1,1,0.552,0.344,0.9202222222222223
22,0.8457,8.030000699998709,6,3,4,3,1,1,0.552,0.339,0.9131111111111111
23,0.8464,8.063184300001012,6,3,4,3,1,1,0.553,0.334,0.9334444444444444
24,0.8497,8.082600399999137,6,3,4,3,1,0,0.547,0.332,0.9314444444444444
25,0.8437,8.250167100000908,6,3,4,2,1,0,0.541,0.329,0.9472222222222222
26,0.8444,8.374085299999933,6,3,4,2,1,1,0.548,0.324,0.922
27,0.8538,7.936700199999905,6,3,4,2,1,1,0.555,0.319,0.9236666666666666
28,0.8568,8.08646630000112,6,3,4,3,0,0,0.549,0.313,0.9334444444444444
29,0.8584,8.157672100000127,6,3,4,2,1,1,0.556,0.308,0.9254444444444444
30,0.8521,8.291285999999673,6,3,4,2,0,0,0.551,0.303,0.9372222222222222
31,0.8629,8.276245299999573,6,3,4,3,1,1,0.551,0.301,0.9451111111111111
32,0.8603,8.379028200000903,6,3,4,2,0,0,0.546,0.296,0.9413333333333334
33,0.8637,7.92735200000061,6,3,4,3,0,0,0.542,0.291,0.9513333333333334
34,0.8665,8.571772799999962,6,3,4,3,1,1,0.543,0.289,0.9525555555555556
35,0.8673,7.97413830000005,6,3,4,3,0,0,0.539,0.285,0.9576666666666667
36,0.8681,8.615159400000266,6,3,4,3,1,0,0.535,0.285,0.9615555555555556
37,0.8683,8.017077300000892,6,3,4,2,1,0,0.532,0.284,0.9728888888888889
38,0.8699,8.279136200000721,6,3,4,3,1,1,0.532,0.283,0.9615555555555556
39,0.8693,8.071077499998864,6,3,4,2,0,0,0.529,0.279,0.9587777777777777
40,0.8667,8.231600400000389,6,3,4,2,1,0,0.526,0.279,0.9675555555555555
41,0.8687,8.485653899999306,6,3,4,3,3,0,0.523,0.287,0.9862222222222222
42,0.8724,8.14355660000001,6,3,4,3,0,0,0.52,0.283,0.9698888888888889
43,0.8754,8.18628390000049,6,3,4,3,0,0,0.517,0.28,0.9734444444444444
44,0.8761,7.9721645999998145,6,3,4,2,1,0,0.515,0.28,0.9765555555555555
45,0.8762,8.625310199999149,6,3,4,3,0,0,0.512,0.277,0.9753333333333334
46,0.8654,8.108435899999677,6,3,4,2,2,2,0.521,0.276,0.96
47,0.8766,8.408409000001484,6,3,4,3,0,0,0.518,0.274,0.9767777777777777
48,0.8756,7.9974311999994825,6,3,4,2,1,0,0.516,0.273,0.9792222222222222
49,0.8785,8.596833300000071,6,3,4,2,1,1,0.52,0.272,0.9733333333333334
