round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,asr
0,0.3048,3.5144642000000204,9,0,0,0.9246666666666666
1,0.5962,3.3983732000000373,9,1,0,0.2798888888888889
2,0.7034,5.15781149999998,9,1,0,0.6981111111111111
3,0.7184,4.9614217999999255,9,1,0,0.6912222222222222
4,0.7533,5.579802800000039,9,1,0,0.9098888888888889
5,0.7672,5.324690799999985,9,1,0,0.9482222222222222
6,0.7783,5.578686500000003,9,1,0,0.9638888888888889
7,0.7778,5.415997399999924,9,1,1,0.9695555555555555
8,0.79,5.2393919999999525,9,1,1,0.9771111111111112
9,0.7923,5.476924000000054,9,1,1,0.9806666666666667
10,0.7961,5.199950000000058,9,1,1,0.9867777777777778
11,0.8045,5.511549500000001,9,1,1,0.991
12,0.8075,5.147243300000014,9,1,1,0.992
13,0.8071,5.45608059999995,9,1,1,0.9911111111111112
14,0.8148,5.265440900000044,9,1,1,0.9922222222222222
15,0.8157,5.216414099999952,9,1,1,0.9938888888888889
16,0.8254,5.533853200000067,9,1,1,0.9937777777777778
17,0.8235,5.143790499999909,9,2,1,0.9952222222222222
18,0.8223,5.243035599999985,9,2,1,0.9955555555555555
19,0.8297,4.899745199999984,9,2,1,0.9963333333333333
20,0.8331,5.056313400000022,9,2,1,0.997
21,0.8383,5.075346800000034,9,2,1,0.997
22,0.8416,5.0388834000000315,9,2,1,0.9971111111111111
23,0.8421,5.174677599999995,9,2,1,0.9977777777777778
24,0.8442,4.831611899999984,9,2,1,0.9981111111111111
25,0.8441,5.273605099999941,9,2,1,0.9984444444444445
26,0.8486,4.908934400000021,9,2,1,0.9982222222222222
27,0.847,5.033294899999987,9,2,1,0.9988888888888889
28,0.8503,5.0384696999999505,9,2,1,0.9991111111111111
29,0.8509,4.94616300000007,9,2,1,0.9987777777777778
30,0.8552,5.157979699999942,9,2,1,0.999
31,0.853,5.02483159999997,9,2,1,0.9995555555555555
32,0.8582,5.20115009999995,9,2,1,0.9995555555555555
33,0.8571,4.961754799999994,9,2,1,0.9996666666666667
34,0.8583,5.163101299999994,9,2,1,0.9993333333333333
35,0.8604,4.956989500000077,9,2,1,0.9997777777777778
36,0.8635,4.930583800000022,9,2,1,0.9997777777777778
37,0.8639,5.113742000000002,9,2,1,0.9998888888888889
38,0.8645,5.031975399999965,9,2,1,0.9998888888888889
39,0.866,5.214283399999999,9,2,1,0.9998888888888889
40,0.8671,4.941582200000084,9,2,1,0.9998888888888889
41,0.8644,5.153944199999955,9,2,1,0.9998888888888889
42,0.87,4.972851300000002,9,2,1,0.9998888888888889
43,0.8679,4.99842220000005,9,2,1,0.9998888888888889
44,0.8688,5.115784399999939,9,2,1,0.9998888888888889
45,0.8689,5.0440155,9,2,1,0.9998888888888889
46,0.8701,5.158020000000079,9,2,1,0.9998888888888889
47,0.8712,5.079595900000072,9,2,1,0.9998888888888889
48,0.8723,5.1830605000000105,9,2,1,0.9998888888888889
49,0.872,4.900058800000011,9,2,1,0.9998888888888889
