round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.4111,34.536293600001954,3,0,0
1,0.6773,33.2661025999987,3,1,0
2,0.73,33.89958189999743,3,3,0
3,0.7465,30.21238440000161,3,3,0
4,0.7625,31.64868140000908,3,3,1
5,0.7722,27.34050190000562,3,3,1
6,0.7805,27.707165699990583,3,3,2
7,0.7905,27.05956559999322,3,3,2
8,0.794,28.5732122999907,3,3,2
9,0.8071,31.566286600005697,3,3,2
10,0.8065,34.15532190000522,3,3,2
11,0.8184,36.18561979998776,3,3,2
12,0.819,33.19502769999963,3,3,2
13,0.8225,29.77988240000559,3,3,2
14,0.8311,28.89905400000862,3,3,2
15,0.8294,28.322343899999396,3,3,2
16,0.8401,28.070060700003523,3,3,2
17,0.8391,29.2268880999909,3,3,2
18,0.8401,27.222647100003087,3,3,2
19,0.8455,28.082679300001473,3,3,2
20,0.8463,28.765102699995623,3,3,2
21,0.8501,27.37006040000415,3,3,2
22,0.8512,30.445911099988734,3,3,2
23,0.8543,29.181094100000337,3,3,2
24,0.8563,28.396500200004084,3,3,2
25,0.8535,28.91784139999072,3,3,2
26,0.8582,29.929343099996913,3,3,2
27,0.8636,30.65200040000491,3,3,2
28,0.8634,30.01452190001146,3,3,2
29,0.8629,31.7195350999973,3,3,2
