round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,n_dirty,n_flagged,dirty_flagged,susp_mal,susp_hon,asr
0,0.4018,33.54184349999923,6,0,0,5,9,5,0.0,0.0,0.06133333333333333
1,0.6218,32.53067799999917,6,0,0,6,9,6,0.0,0.0,0.008444444444444444
2,0.6123,32.944225899998855,6,0,0,5,7,5,0.0,0.0,0.02266666666666667
3,0.724,32.60447889999705,6,0,0,5,8,5,0.25,0.104,0.05566666666666667
4,0.7671,33.05118729999958,6,0,0,4,5,3,0.367,0.117,0.025222222222222222
5,0.772,33.253360099999554,6,3,1,5,2,2,0.389,0.104,0.06088888888888889
6,0.781,29.073278899999423,6,3,1,3,1,1,0.369,0.092,0.047
7,0.7923,30.346459500000492,6,3,1,2,2,1,0.354,0.083,0.057888888888888886
8,0.7938,30.91841899999781,6,3,1,3,1,0,0.343,0.076,0.109
9,0.8014,28.753780099999858,6,3,1,2,1,0,0.333,0.071,0.12066666666666667
10,0.8044,28.537311600000976,6,3,1,2,1,0,0.326,0.066,0.15888888888888889
11,0.8087,28.839806600000884,6,3,1,3,1,0,0.319,0.062,0.218
12,0.8118,29.190920499997446,6,3,1,2,1,0,0.314,0.059,0.26522222222222225
13,0.8083,29.230843900000764,6,3,1,3,1,0,0.31,0.057,0.336
14,0.8141,29.194636300002458,6,3,1,2,1,0,0.306,0.054,0.4855555555555556
15,0.8255,29.91716059999817,6,3,1,3,0,0,0.302,0.052,0.5503333333333333
16,0.8313,29.666138299999147,6,3,1,3,0,0,0.299,0.05,0.5606666666666666
17,0.8407,28.85100279999824,6,3,1,2,0,0,0.296,0.049,0.6314444444444445
18,0.8412,28.44414229999893,6,3,1,3,0,0,0.294,0.047,0.6756666666666666
19,0.8394,29.395880100000795,6,3,1,3,1,0,0.292,0.046,0.7325555555555555
20,0.8469,29.43650179999895,6,3,1,3,0,0,0.29,0.045,0.7457777777777778
21,0.8502,30.71710019999955,6,3,1,3,1,0,0.288,0.044,0.8352222222222222
22,0.8492,29.736171799999283,6,3,1,3,0,0,0.286,0.043,0.7958888888888889
23,0.8535,28.271996199997375,6,3,1,3,1,0,0.285,0.042,0.846
24,0.8542,27.898549800000183,6,3,1,3,0,0,0.283,0.041,0.8593333333333333
25,0.8562,27.748456199999055,6,3,1,3,0,0,0.282,0.04,0.8661111111111112
26,0.8474,28.135403700001916,6,3,1,3,1,0,0.281,0.039,0.8794444444444445
27,0.8583,28.137196499999845,6,3,1,2,0,0,0.28,0.039,0.8966666666666666
28,0.8566,28.247014099997614,6,3,1,2,2,0,0.279,0.038,0.9244444444444444
29,0.8613,28.417164599999523,6,3,1,3,0,0,0.278,0.038,0.9061111111111111
30,0.8614,30.113540899998043,6,3,1,3,0,0,0.277,0.037,0.9286666666666666
31,0.8632,29.702780799998436,6,3,1,2,0,0,0.276,0.036,0.9236666666666666
32,0.8652,28.6139531000008,6,3,1,3,0,0,0.275,0.036,0.9393333333333334
33,0.8661,28.941203700000187,6,3,1,3,0,0,0.275,0.036,0.9448888888888889
34,0.8665,29.085933400001522,6,3,1,3,0,0,0.274,0.035,0.9501111111111111
35,0.8673,29.65802590000021,6,3,1,2,0,0,0.273,0.035,0.9508888888888889
36,0.8681,29.138972200002172,6,3,1,3,0,0,0.273,0.034,0.9547777777777777
37,0.867,29.18316060000143,6,3,1,3,0,0,0.272,0.034,0.9532222222222222
38,0.8689,28.997892100000172,6,3,1,3,0,0,0.271,0.034,0.9654444444444444
39,0.8729,28.5680022000015,6,3,1,3,0,0,0.271,0.033,0.9656666666666667
40,0.8698,28.589717599999858,6,3,1,2,0,0,0.27,0.033,0.9642222222222222
41,0.8712,28.007049399999232,6,3,1,3,0,0,0.27,0.033,0.9656666666666667
42,0.8718,28.147419699998864,6,3,1,3,0,0,0.269,0.032,0.9726666666666667
43,0.8746,28.21958900000027,6,3,1,3,0,0,0.269,0.032,0.9772222222222222
44,0.8732,29.51257049999913,6,3,1,3,0,0,0.269,0.032,0.9802222222222222
45,0.8736,28.71985710000081,6,3,1,3,1,0,0.268,0.032,0.9801111111111112
46,0.878,29.26701680000042,6,3,1,3,0,0,0.268,0.031,0.9844444444444445
47,0.8751,28.780235599999287,6,3,1,3,0,0,0.267,0.031,0.9805555555555555
48,0.8784,28.573888199996873,6,3,1,3,0,0,0.267,0.031,0.9858888888888889
49,0.8753,29.07489870000063,6,3,1,2,0,0,0.267,0.031,0.9825555555555555
