round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.5354,11.727976100024534,0,0,3
1,0.639,10.30468580001616,0,0,3
2,0.7398,9.997994000004837,0,0,3
3,0.7227,10.090705900016474,0,0,4
4,0.7534,9.441834199998993,0,0,4
5,0.7645,9.533381499990355,0,0,4
6,0.7784,9.58681219999562,0,0,4
7,0.7804,9.535381800000323,0,0,4
8,0.7959,9.636346000013873,0,0,4
9,0.8009,9.47014729998773,0,0,4
10,0.7997,9.597783499979414,0,0,4
11,0.8142,9.423327000025893,0,0,4
12,0.8141,9.405073000001721,0,0,4
13,0.8176,9.364539000001969,0,0,4
14,0.822,9.555822199996328,0,0,4
15,0.8243,9.52412680000998,0,0,4
16,0.8257,9.602090600004885,0,0,4
17,0.8345,9.631380199978594,0,0,4
18,0.8331,9.566386600024998,0,0,4
19,0.8407,9.545636800001375,0,0,4
20,0.8415,9.536627099994803,0,0,4
21,0.8431,9.508459200005746,0,0,4
22,0.848,9.389361000008648,0,0,4
23,0.8484,9.562428200006252,0,0,4
24,0.8521,9.566468500008341,0,0,4
25,0.8514,9.659508199983975,0,0,4
26,0.855,9.653138199995738,0,0,4
27,0.8529,9.594928600010462,0,0,4
28,0.8573,9.565275600005407,0,0,4
29,0.8592,9.551541399996495,0,0,4
30,0.8603,9.46640460001072,0,0,4
31,0.8638,9.351670499978354,0,0,4
32,0.861,9.439283099985914,0,0,4
33,0.8629,9.483103199978359,0,0,4
34,0.8646,9.521002499997849,0,0,4
35,0.8652,9.605924700008472,0,0,4
36,0.8668,8.902578900015214,0,0,4
37,0.8661,8.45818259997759,0,0,4
38,0.8681,8.600666500016814,0,0,4
39,0.8694,8.198223600018537,0,0,4
40,0.8684,8.631643700005952,0,0,4
41,0.8697,7.215870300016832,0,0,4
42,0.873,6.8058541000064,0,0,4
43,0.873,8.205641499982448,0,0,4
44,0.8733,8.954079599992838,0,0,4
45,0.8744,7.8003868000232615,0,0,4
46,0.8736,8.911523999995552,0,0,4
47,0.876,8.977590299997246,0,0,4
48,0.8763,8.150345500005642,0,0,4
49,0.8783,8.874835900001926,0,0,4
