round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,asr
0,0.5022,5.659164000011515,3,0,0,0.2633333333333333
1,0.6104,4.223427699995227,3,0,0,0.08166666666666667
2,0.7324,4.285552000001189,3,0,0,0.03277777777777778
3,0.7454,5.017322900006548,3,0,0,0.056
4,0.7641,5.287207899993518,3,0,0,0.051666666666666666
5,0.7813,5.3076370999915525,3,0,0,0.04922222222222222
6,0.7869,4.4355498000077205,3,1,0,0.03877777777777778
7,0.794,4.170041100005619,3,2,1,0.04811111111111111
8,0.7962,3.9173026000062237,3,2,1,0.048
9,0.798,4.7768326999939745,3,2,1,0.04088888888888889
10,0.8049,4.890264300003764,3,2,1,0.04555555555555556
11,0.8087,4.841408899999806,3,2,1,0.044
12,0.8103,4.7406688000046415,3,2,1,0.04644444444444444
13,0.8179,4.83679359999951,3,2,2,0.04544444444444445
14,0.8208,4.738192899996648,3,2,2,0.04555555555555556
15,0.8248,4.730137000005925,3,2,2,0.041666666666666664
16,0.8279,4.651576400006888,3,2,2,0.04588888888888889
17,0.8311,4.593557899992447,3,2,2,0.04488888888888889
18,0.839,4.629433099995367,3,2,2,0.04566666666666667
19,0.8409,4.750345599997672,3,2,2,0.04577777777777778
20,0.8406,4.655610299989348,3,2,2,0.04455555555555556
21,0.8462,4.750827099996968,3,2,2,0.04577777777777778
22,0.8499,4.570697700008168,3,2,2,0.050888888888888886
23,0.8526,4.706008299996029,3,2,2,0.04844444444444444
24,0.8502,4.6554366999916965,3,2,2,0.050666666666666665
25,0.8555,4.007027999992715,3,2,2,0.04733333333333333
26,0.8531,3.720980799989775,3,2,2,0.04877777777777778
27,0.8564,3.764954799989937,3,2,2,0.04488888888888889
28,0.8604,4.434762000004412,3,2,2,0.04777777777777778
29,0.8608,4.608371700000134,3,2,2,0.051
30,0.8529,4.622633400009363,3,2,2,0.04688888888888889
31,0.8626,4.71760250000807,3,2,2,0.052444444444444446
32,0.8659,4.728119599996717,3,2,2,0.04655555555555556
33,0.8652,4.7009098999988055,3,2,2,0.05544444444444444
34,0.8651,4.746156100009102,3,2,2,0.050777777777777776
35,0.865,4.701408499997342,3,2,2,0.05466666666666667
36,0.8633,4.811490199994296,3,2,2,0.05455555555555556
37,0.8705,4.724429999987478,3,2,2,0.05255555555555556
38,0.8724,4.555502500006696,3,2,2,0.05422222222222222
39,0.8695,4.761373800007277,3,2,2,0.05411111111111111
40,0.8694,4.750523399998201,3,2,2,0.05733333333333333
41,0.8717,4.641195600008359,3,2,2,0.05522222222222222
42,0.8726,4.674218699990888,3,2,2,0.05544444444444444
43,0.8732,4.706734499995946,3,2,2,0.057
44,0.8768,4.634183399990434,3,2,2,0.05577777777777778
45,0.8752,4.666099800000666,3,2,2,0.05733333333333333
46,0.8768,4.7748198000044795,3,2,2,0.05355555555555556
47,0.8736,4.708075900009135,3,2,2,0.06344444444444444
48,0.8775,4.675425800000085,3,2,2,0.058222222222222224
49,0.8789,4.551872800002457,3,2,2,0.058555555555555555
