round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,n_dirty,n_flagged,dirty_flagged,susp_mal,susp_hon,asr
0,0.1971,10.365676299999905,9,0,0,7,8,5,0.667,0.857,0.9632222222222222
1,0.618,10.20703709999907,9,0,0,8,8,6,0.722,0.833,0.6378888888888888
2,0.6344,10.756894699999975,9,0,0,6,7,3,0.667,0.81,0.9586666666666667
3,0.6895,10.238362899999629,9,0,0,7,4,3,0.583,0.714,0.956
4,0.7213,10.327768599998308,9,2,5,7,4,3,0.556,0.648,0.9553333333333334
5,0.7622,8.225756300000285,9,2,5,5,0,0,0.493,0.576,0.9722222222222222
6,0.7657,8.43478949999917,9,2,5,6,2,1,0.479,0.552,0.9832222222222222
7,0.7713,8.223349399999279,9,2,5,5,1,1,0.456,0.523,0.9735555555555555
8,0.7852,8.182165000000168,9,2,5,4,2,1,0.437,0.515,0.9895555555555555
9,0.7777,8.047543200000291,9,2,5,6,3,2,0.433,0.519,0.9921111111111112
10,0.7946,7.9486071999999695,9,2,5,6,1,1,0.42,0.5,0.9926666666666667
11,0.8025,8.406205199999022,9,2,5,5,0,0,0.4,0.477,0.9913333333333333
12,0.8012,8.211862300000575,9,2,5,4,1,0,0.383,0.468,0.993
13,0.8108,8.32781900000009,9,2,5,4,1,0,0.368,0.461,0.9951111111111111
14,0.8051,8.187478199999532,9,2,5,5,2,1,0.363,0.46,0.9954444444444445
15,0.8194,8.074771300000066,9,2,5,5,1,0,0.351,0.454,0.9964444444444445
16,0.8223,8.16439900000114,9,2,5,4,1,0,0.341,0.449,0.9971111111111111
17,0.8138,8.77586280000105,9,2,5,6,1,1,0.338,0.441,0.9956666666666667
18,0.8248,8.437557299999753,9,2,5,5,1,0,0.33,0.437,0.997
19,0.8195,8.317555800000264,9,2,5,4,1,0,0.322,0.433,0.996
20,0.8197,8.507127900000341,9,2,5,6,3,2,0.326,0.439,0.998
21,0.8263,8.406656300001487,9,2,5,6,0,0,0.319,0.429,0.9975555555555555
22,0.8378,8.503721199998836,9,2,5,4,1,0,0.313,0.426,0.9978888888888889
23,0.839,8.389555399999153,9,2,5,5,2,1,0.312,0.427,0.9978888888888889
24,0.8421,8.519392500000322,9,2,5,6,1,1,0.311,0.423,0.998
25,0.8423,8.230895599999712,9,2,5,4,1,0,0.306,0.421,0.9984444444444445
26,0.8456,8.110122900001443,9,2,5,4,0,0,0.301,0.413,0.9978888888888889
27,0.8485,8.117198899999494,9,2,5,5,0,0,0.297,0.406,0.998
28,0.8494,8.13322110000081,9,2,5,5,1,0,0.293,0.405,0.9983333333333333
29,0.8521,8.331466600000567,9,2,5,5,1,0,0.289,0.403,0.9986666666666667
30,0.8541,7.789351899999019,9,2,5,5,0,0,0.285,0.397,0.9986666666666667
31,0.8509,8.428316800000175,9,2,5,5,2,1,0.285,0.399,0.9986666666666667
32,0.853,8.172731100001329,9,2,5,4,1,0,0.282,0.398,0.999
33,0.8548,8.420397700001558,9,2,5,5,0,0,0.279,0.393,0.9986666666666667
34,0.8582,8.570322300000043,9,2,5,5,0,0,0.276,0.388,0.9985555555555555
35,0.8591,8.403860899999927,9,2,5,7,0,0,0.273,0.383,0.9988888888888889
36,0.8585,8.269073299999945,9,2,5,5,1,0,0.271,0.382,0.9988888888888889
37,0.8635,8.486928300000727,9,2,5,5,0,0,0.268,0.378,0.9988888888888889
38,0.8597,8.742121499999485,9,2,5,5,0,0,0.266,0.374,0.9987777777777778
39,0.8639,8.628831199999695,9,2,5,5,1,0,0.264,0.374,0.9991111111111111
40,0.8644,8.388837599999533,9,2,5,5,1,0,0.262,0.374,0.9993333333333333
41,0.8649,8.298441499999171,9,2,5,5,0,0,0.26,0.37,0.9992222222222222
42,0.8589,8.602912300000753,9,2,5,5,1,1,0.263,0.367,0.9992222222222222
43,0.8677,8.482155000001512,9,2,5,3,0,0,0.261,0.364,0.999
44,0.8704,8.57939830000032,9,2,5,5,0,0,0.259,0.361,0.9992222222222222
45,0.8694,8.379113400000278,9,2,5,6,0,0,0.257,0.358,0.9992222222222222
46,0.8682,8.594556300000477,9,2,5,5,1,0,0.256,0.358,0.9992222222222222
47,0.871,8.227059400000144,9,2,5,5,1,1,0.256,0.357,0.9993333333333333
48,0.8716,8.753089800000453,9,2,5,4,1,0,0.255,0.357,0.9992222222222222
49,0.8737,8.6930169999996,9,2,5,5,1,0,0.253,0.357,0.9996666666666667
