round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.3957,29.614877999998498,3,0,2
1,0.612,27.19542469999942,3,3,3
2,0.6902,25.130098499999804,3,3,3
3,0.7517,25.05953220000083,3,3,4
4,0.7534,24.58844019999924,3,3,4
5,0.7703,24.521299400001226,3,3,5
6,0.7687,22.65186419999918,3,3,5
7,0.7918,22.836178999999902,3,3,5
8,0.7923,22.860098400000425,3,3,5
9,0.8073,22.736427599998933,3,3,5
10,0.8036,23.14397680000002,3,3,5
11,0.8159,22.89728219999961,3,3,5
12,0.8126,22.676926600001025,3,3,5
13,0.8212,22.772415000001274,3,3,5
14,0.8194,22.78158270000131,3,3,5
15,0.825,23.155145799999445,3,3,6
16,0.8341,22.724519400000645,3,3,6
17,0.8337,22.396921399998973,3,3,6
18,0.8377,22.59002320000036,3,3,6
19,0.836,22.594633000000613,3,3,6
20,0.8429,22.388604300000225,3,3,6
21,0.8455,22.35145289999855,3,3,6
22,0.8483,22.930862600000182,3,3,6
23,0.8497,22.336750700000266,3,3,6
24,0.8456,22.464168399999835,3,3,6
25,0.8529,22.484947200000533,3,3,6
26,0.8549,22.44201079999948,3,3,6
27,0.8479,22.481869900000675,3,3,6
28,0.8571,22.589645500000188,3,3,6
29,0.8525,22.429579999999987,3,3,6
