round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,asr
0,0.3487,5.695667700012564,6,0,0,0.6263333333333333
1,0.6422,5.280309599998873,6,0,0,0.06255555555555556
2,0.685,5.46308269999281,6,0,0,0.15611111111111112
3,0.7188,5.208773300008033,6,0,0,0.103
4,0.7368,5.233027399997809,6,0,0,0.2
5,0.7622,5.290685699990718,6,0,2,0.21288888888888888
6,0.7686,4.938851300001261,6,0,2,0.3884444444444444
7,0.7859,5.0448383999901125,6,0,2,0.4816666666666667
8,0.791,4.993359400003101,6,0,2,0.6363333333333333
9,0.7883,4.924087299994426,6,0,2,0.6815555555555556
10,0.8045,4.957160000005388,6,0,2,0.8094444444444444
11,0.8045,4.9216577999904985,6,0,2,0.8335555555555556
12,0.8148,4.94677120000415,6,0,2,0.8791111111111111
13,0.818,4.898933100004797,6,0,2,0.9036666666666666
14,0.8202,4.921875600004569,6,0,2,0.9074444444444445
15,0.8294,5.045093699998688,6,0,2,0.946
16,0.829,5.112526600001729,6,0,2,0.9504444444444444
17,0.8293,4.930521600006614,6,0,2,0.9592222222222222
18,0.8426,5.0654323999915505,6,0,2,0.9725555555555555
19,0.8423,4.98412670000107,6,0,2,0.9747777777777777
20,0.8386,4.196186999994097,6,0,2,0.9785555555555555
21,0.8444,4.1241483999911,6,0,2,0.9815555555555555
22,0.8463,3.927303299991763,6,0,2,0.9788888888888889
23,0.8519,4.15613650000887,6,0,2,0.9835555555555555
24,0.8512,4.262724200001685,6,0,2,0.9884444444444445
25,0.8517,4.314124600001378,6,0,2,0.9892222222222222
26,0.8543,5.095453999994788,6,0,2,0.9888888888888889
27,0.8561,5.114746200008085,6,0,2,0.9884444444444445
28,0.8551,5.220040800006245,6,0,2,0.9933333333333333
29,0.8609,4.330766800005222,6,0,2,0.995
30,0.8563,4.200807300003362,6,0,2,0.9955555555555555
31,0.8604,4.083330099994782,6,0,2,0.9921111111111112
32,0.8618,4.730552300010459,6,0,2,0.9957777777777778
33,0.8653,5.12398829999438,6,0,2,0.9956666666666667
34,0.8677,5.124852599998121,6,0,2,0.9967777777777778
35,0.8665,5.103231800007052,6,0,2,0.9956666666666667
36,0.8667,5.229946799998288,6,0,2,0.9965555555555555
37,0.868,5.050933200007421,6,0,2,0.9965555555555555
38,0.8677,5.139446499990299,6,0,2,0.9972222222222222
39,0.8696,4.956272299998091,6,0,2,0.9972222222222222
40,0.8716,4.994961499993224,6,0,2,0.9974444444444445
41,0.8703,5.201986300002318,6,0,2,0.997
42,0.8721,5.085046600011992,6,0,2,0.9978888888888889
43,0.8737,5.209379199994146,6,0,2,0.9978888888888889
44,0.8753,5.137119999999413,6,0,2,0.9977777777777778
45,0.8742,5.017268000010517,6,0,2,0.9984444444444445
46,0.8767,5.001182499996503,6,0,2,0.9982222222222222
47,0.8764,4.993286299999454,6,0,2,0.9984444444444445
48,0.8758,5.279788400002872,6,0,2,0.9981111111111111
49,0.8765,5.116960600003949,6,0,2,0.9985555555555555
