round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.1244,2,3,6
1,0.1873,2,3,6
2,0.2194,2,3,6
3,0.2618,2,3,6
4,0.2454,3,6,6
5,0.315,3,6,6
6,0.3194,4,8,6
7,0.3658,4,8,6
8,0.3379,4,14,6
9,0.3612,4,14,6
10,0.3665,4,14,6
11,0.3895,4,14,6
12,0.3731,4,14,6
13,0.3776,4,16,6
14,0.3522,4,17,6
15,0.3632,4,17,6
16,0.3696,4,17,6
17,0.3178,4,19,6
18,0.3516,4,19,6
19,0.3369,4,19,6
20,0.3818,4,19,6
21,0.3484,4,19,6
22,0.3586,4,19,6
23,0.3765,4,19,6
24,0.3805,4,19,6
25,0.3584,4,19,6
26,0.393,4,19,6
27,0.3755,4,19,6
28,0.3854,4,19,6
29,0.3888,4,19,6
