round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.1713,0,5,9
1,0.4361,5,8,9
2,0.502,5,8,9
3,0.6064,6,9,9
4,0.6356,6,9,9
5,0.6751,6,9,9
6,0.7414,7,10,9
7,0.7514,7,10,9
8,0.7603,7,10,9
9,0.7742,7,10,9
10,0.6204,7,10,9
11,0.7817,7,10,9
12,0.6314,7,10,9
13,0.787,7,10,9
14,0.6339,7,10,9
15,0.8012,7,10,9
16,0.6325,7,10,9
17,0.8018,7,10,9
18,0.6715,7,10,9
19,0.8131,8,12,9
20,0.7883,8,12,9
21,0.8218,8,12,9
22,0.8089,8,12,9
23,0.8227,8,13,9
24,0.8192,8,13,9
25,0.8132,8,13,9
26,0.8203,8,13,9
27,0.8208,8,13,9
28,0.8184,8,13,9
29,0.8299,8,13,9
