round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.1662,5,3,6
1,0.3406,5,3,6
2,0.4687,5,3,6
3,0.5656,5,3,6
4,0.6273,5,3,6
5,0.6714,5,3,6
6,0.7006,5,3,6
7,0.7153,5,3,6
8,0.7223,5,3,6
9,0.7402,5,3,6
10,0.7518,5,3,6
11,0.7564,5,3,6
12,0.7584,5,3,6
13,0.7664,5,3,6
14,0.7709,5,3,6
15,0.7728,5,3,6
16,0.7711,5,3,6
17,0.7743,5,3,6
18,0.7718,5,3,6
19,0.7693,5,3,6
20,0.7769,5,3,6
21,0.8117,6,4,6
22,0.8189,6,4,6
23,0.8197,6,5,6
24,0.8243,6,5,6
25,0.8321,6,5,6
26,0.8332,6,5,6
27,0.8366,6,5,6
28,0.8382,6,5,6
29,0.8384,6,5,6
