round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.2168,3,2,9
1,0.4485,5,3,9
2,0.6232,6,3,9
3,0.6863,6,4,9
4,0.7249,6,4,9
5,0.746,6,4,9
6,0.7671,6,4,9
7,0.771,6,4,9
8,0.7813,6,4,9
9,0.7884,6,4,9
10,0.7864,6,4,9
11,0.7978,6,4,9
12,0.799,6,4,9
13,0.8039,6,4,9
14,0.8059,6,4,9
15,0.8052,6,4,9
16,0.8143,6,4,9
17,0.8072,6,4,9
18,0.8125,6,4,9
19,0.8144,6,4,9
20,0.8197,6,4,9
21,0.8171,6,4,9
22,0.8246,6,4,9
23,0.8202,6,4,9
24,0.8245,6,4,9
25,0.8232,6,4,9
26,0.8206,6,4,9
27,0.8259,6,4,9
28,0.8258,6,4,9
29,0.828,6,4,9
