round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.1163,1,4,6
1,0.2053,1,4,6
2,0.2236,1,4,6
3,0.2827,1,4,6
4,0.3046,1,4,6
5,0.2955,2,8,6
6,0.3303,2,8,6
7,0.3386,2,8,6
8,0.3673,2,8,6
9,0.3634,2,12,6
10,0.3777,2,12,6
11,0.3937,2,12,6
12,0.3907,2,12,6
13,0.3956,2,12,6
14,0.4196,2,12,6
15,0.4075,2,12,6
16,0.4357,2,12,6
17,0.4235,2,12,6
18,0.4359,2,12,6
19,0.4408,2,12,6
20,0.4388,2,12,6
21,0.4172,2,14,6
22,0.4499,2,14,6
23,0.4183,2,14,6
24,0.451,2,14,6
25,0.4452,2,14,6
26,0.4407,2,14,6
27,0.4574,2,14,6
28,0.4263,3,15,6
29,0.4454,3,15,6
