round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.22,0,5,3
1,0.506,2,5,3
2,0.6628,2,5,3
3,0.6995,2,12,3
4,0.7518,2,12,3
5,0.7636,2,12,3
6,0.7764,2,12,3
7,0.7931,3,13,3
8,0.8035,3,13,3
9,0.8098,3,13,3
10,0.8139,3,13,3
11,0.8183,3,13,3
12,0.8188,3,13,3
13,0.8279,3,13,3
14,0.8341,3,13,3
15,0.8334,3,13,3
16,0.8333,3,13,3
17,0.8347,3,13,3
18,0.8395,3,13,3
19,0.8374,3,13,3
20,0.8414,3,13,3
21,0.8422,3,13,3
22,0.8451,3,13,3
23,0.8436,3,13,3
24,0.8435,3,13,3
25,0.8462,3,13,3
26,0.8495,3,13,3
27,0.8482,3,13,3
28,0.8472,3,13,3
29,0.8479,3,13,3
