round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.1135,4,4,9
1,0.1891,5,9,9
2,0.2258,5,9,9
3,0.2713,7,10,9
4,0.2963,7,10,9
5,0.3296,8,11,9
6,0.3529,8,12,9
7,0.341,8,13,9
8,0.3883,8,13,9
9,0.365,8,13,9
10,0.4028,8,13,9
11,0.3922,8,13,9
12,0.4079,8,13,9
13,0.4086,8,14,9
14,0.4126,8,14,9
15,0.4209,8,14,9
16,0.4207,8,14,9
17,0.4316,8,14,9
18,0.4217,8,14,9
19,0.4261,8,14,9
20,0.441,8,14,9
21,0.4436,8,14,9
22,0.4469,8,14,9
23,0.4296,8,15,9
24,0.45,8,15,9
25,0.4433,8,15,9
26,0.4465,8,15,9
27,0.4462,8,15,9
28,0.4605,8,15,9
29,0.4602,8,15,9
