round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.1476,1,4,9
1,0.3768,4,5,9
2,0.5425,4,8,9
3,0.6306,4,8,9
4,0.6699,4,8,9
5,0.68,4,8,9
6,0.7068,4,8,9
7,0.7211,4,8,9
8,0.7312,4,8,9
9,0.7362,4,8,9
10,0.7447,4,8,9
11,0.7351,4,8,9
12,0.7568,4,8,9
13,0.7494,4,8,9
14,0.8099,7,11,9
15,0.7952,7,11,9
16,0.8015,7,11,9
17,0.7968,7,11,9
18,0.8109,7,11,9
19,0.799,7,11,9
20,0.8185,7,11,9
21,0.8037,7,11,9
22,0.8194,7,11,9
23,0.8004,7,11,9
24,0.8189,7,11,9
25,0.8126,7,11,9
26,0.8171,7,11,9
27,0.8176,7,11,9
28,0.812,7,11,9
29,0.8164,7,11,9
