round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.2823,1,4,3
1,0.5036,1,4,3
2,0.6495,3,6,3
3,0.7128,3,6,3
4,0.7537,3,6,3
5,0.7727,3,8,3
6,0.7911,3,8,3
7,0.7958,3,8,3
8,0.8002,3,8,3
9,0.8093,3,8,3
10,0.8126,3,8,3
11,0.8197,3,8,3
12,0.8224,3,8,3
13,0.8262,3,8,3
14,0.8264,3,10,3
15,0.8295,3,10,3
16,0.832,3,10,3
17,0.8352,3,10,3
18,0.8337,3,10,3
19,0.8382,3,10,3
20,0.8356,3,10,3
21,0.8407,3,10,3
22,0.8402,3,10,3
23,0.845,3,10,3
24,0.8442,3,10,3
25,0.8455,3,10,3
26,0.8449,3,10,3
27,0.8464,3,10,3
28,0.8469,3,10,3
29,0.8478,3,10,3
