round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.3542,2,6,6
1,0.6244,3,8,6
2,0.676,3,12,6
3,0.7326,3,13,6
4,0.6666,4,15,6
5,0.7659,4,15,6
6,0.6213,4,15,6
7,0.795,4,15,6
8,0.5901,4,15,6
9,0.8167,4,15,6
10,0.5962,4,15,6
11,0.8216,4,15,6
12,0.5884,4,15,6
13,0.8256,5,17,6
14,0.7984,5,17,6
15,0.8323,5,17,6
16,0.829,6,17,6
17,0.8399,6,17,6
18,0.8356,6,17,6
19,0.8435,6,17,6
20,0.8462,6,17,6
21,0.8505,6,17,6
22,0.8438,6,17,6
23,0.8499,6,17,6
24,0.8552,6,17,6
25,0.8543,6,17,6
26,0.8564,6,17,6
27,0.8572,6,17,6
28,0.8592,6,17,6
29,0.8646,6,17,6
