round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.3228,0,5,6
1,0.4972,3,5,6
2,0.6901,3,7,6
3,0.6221,4,9,6
4,0.738,4,9,6
5,0.724,4,9,6
6,0.7622,4,9,6
7,0.7506,4,9,6
8,0.7698,4,9,6
9,0.7705,4,9,6
10,0.7883,4,9,6
11,0.7828,4,9,6
12,0.7995,4,9,6
13,0.7792,5,10,6
14,0.8065,5,10,6
15,0.7975,5,10,6
16,0.8089,5,10,6
17,0.8012,5,10,6
18,0.8274,5,10,6
19,0.8246,5,10,6
20,0.8308,5,10,6
21,0.831,5,10,6
22,0.8377,5,10,6
23,0.8334,5,10,6
24,0.835,5,10,6
25,0.8419,5,10,6
26,0.8402,5,10,6
27,0.8439,5,10,6
28,0.8434,5,10,6
29,0.8473,5,10,6
