round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.2,3,5,3
1,0.208,3,11,3
2,0.2721,3,11,3
3,0.2745,3,11,3
4,0.313,3,11,3
5,0.3263,3,11,3
6,0.3608,3,13,3
7,0.3652,3,13,3
8,0.3963,3,13,3
9,0.4012,3,13,3
10,0.4192,3,13,3
11,0.4287,3,13,3
12,0.4474,3,15,3
13,0.4585,3,15,3
14,0.452,3,16,3
15,0.4735,3,16,3
16,0.4627,3,16,3
17,0.4782,3,16,3
18,0.4809,3,16,3
19,0.4838,3,16,3
20,0.4915,3,16,3
21,0.4864,3,16,3
22,0.5052,3,16,3
23,0.4926,3,16,3
24,0.5111,3,16,3
25,0.5045,3,16,3
26,0.5152,3,16,3
27,0.5123,3,16,3
28,0.52,3,16,3
29,0.5242,3,16,3
