round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.1826,2,6,6
1,0.2367,2,6,6
2,0.2485,2,10,6
3,0.2359,3,14,6
4,0.2638,5,15,6
5,0.3311,5,16,6
6,0.3145,5,16,6
7,0.3577,5,16,6
8,0.3521,5,16,6
9,0.4076,5,16,6
10,0.3722,5,16,6
11,0.4341,5,16,6
12,0.3876,5,16,6
13,0.4442,5,16,6
14,0.4081,5,17,6
15,0.4337,5,17,6
16,0.4294,5,17,6
17,0.4329,5,17,6
18,0.4585,5,17,6
19,0.4571,5,17,6
20,0.4841,5,17,6
21,0.4671,5,17,6
22,0.4806,5,17,6
23,0.4847,5,17,6
24,0.4994,5,17,6
25,0.5002,5,17,6
26,0.5054,5,17,6
27,0.5108,5,17,6
28,0.502,5,17,6
29,0.519,5,17,6
