round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.2418,1,4,3
1,0.4903,2,8,3
2,0.6594,2,8,3
3,0.7179,2,8,3
4,0.7531,2,8,3
5,0.7682,2,8,3
6,0.7845,2,8,3
7,0.7968,2,8,3
8,0.8037,2,8,3
9,0.8107,2,8,3
10,0.8169,2,8,3
11,0.8162,2,8,3
12,0.8228,2,8,3
13,0.8249,2,8,3
14,0.8297,2,8,3
15,0.8321,2,8,3
16,0.8352,2,8,3
17,0.838,2,8,3
18,0.8384,2,8,3
19,0.8402,2,8,3
20,0.837,2,8,3
21,0.8412,2,8,3
22,0.8426,2,8,3
23,0.8455,2,8,3
24,0.8461,2,8,3
25,0.845,2,8,3
26,0.8466,2,8,3
27,0.8482,2,8,3
28,0.8511,2,8,3
29,0.8506,2,8,3
