round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.10869462881890506,2.238665500000934,0,0,3
1,0.4037565315633385,2.1465500999984215,0,0,3
2,0.4686249588099609,2.079362199998286,0,0,3
3,0.5371651838252601,1.9976157000019157,0,0,3
4,0.5530292331591583,2.0163686999985657,0,0,3
5,0.5628206938756296,2.07194189999791,0,0,3
6,0.5877230146401168,2.0968150999979116,0,0,3
7,0.5930894883020289,1.9548281999996107,0,0,3
8,0.6012333474556324,2.0201339999985066,0,0,3
9,0.595631502141882,2.1628299999974843,0,0,3
10,0.5990208539283529,2.083467500000552,0,0,3
11,0.5992562255801911,2.0413216999986616,0,0,3
12,0.6019865367415148,2.037430799999129,0,0,3
13,0.6032575436614415,2.0842464999986987,0,0,3
14,0.6039636586169562,2.0283159999999043,0,0,3
15,0.6062232264746034,2.070647500000632,0,0,3
16,0.6013274961163677,2.053859100000409,0,0,3
17,0.6017982394200443,2.068434900000284,0,0,3
18,0.614225862637104,2.0654314999992494,0,0,3
19,0.6128607070564421,2.1029109000010067,0,0,3
20,0.6176622887539425,2.0470084000007773,0,0,3
21,0.6152144235748247,2.070473599997058,0,0,3
22,0.6167678764769571,2.0396982000020216,0,0,3
23,0.6155910182177659,2.1904280000017025,0,0,3
24,0.6207691945582074,2.0462052000002586,0,0,3
25,0.6269359318363696,2.049084300000686,0,0,3
26,0.6215223838440899,2.0888521000015317,0,0,3
27,0.6234053570587959,2.140342300001066,0,0,3
28,0.6227933907640164,2.0998266999995394,0,0,3
29,0.6273125264793108,2.043349899999157,0,0,3
30,0.6251941816127665,2.1821329000013066,0,0,3
31,0.6303252836228405,2.027606800002104,0,0,3
32,0.6400696700089441,2.089201700000558,0,0,3
33,0.6290072023725463,2.031632600002922,0,0,3
34,0.6386103657675469,2.0894045000022743,0,0,3
35,0.6350797909899731,1.9968546999989485,0,0,3
36,0.6505672456809302,2.0467620999988867,0,0,3
37,0.651932401261592,1.9907128000013472,0,0,3
38,0.6449654003671798,2.0243411000010383,0,0,3
39,0.6533446311726215,2.084217899999203,0,0,3
40,0.6680318222473285,1.987375400000019,0,0,3
41,0.6681730452384315,2.0666103000003204,0,0,3
42,0.6593701454596809,2.049755699998059,0,0,3
43,0.6572047262627689,2.1660277000009955,0,0,3
44,0.6595113684507838,2.054938100001891,0,0,3
45,0.65598079367321,2.0899697999993805,0,0,3
46,0.6594172197900485,2.0479951000015717,0,0,3
47,0.6581462128701219,2.0144151999993483,0,0,3
48,0.6618650849691663,2.066545000001497,0,0,3
49,0.6615826389869605,2.101403200002096,0,0,3
