round,acc,t_round_s,n_malicious
0,0.30471214046980183,2.82846679999966,0
1,0.30574777573789014,2.8771583999987342,0
2,0.33130913712752436,3.042960000000676,0
3,0.4705550063550346,2.216444699999556,0
4,0.5192769382855529,2.503644099999292,0
5,0.5593842677587911,2.2706228000006377,0
6,0.563432660170409,2.3998770999987755,0
7,0.5843807371840135,3.2177535999999236,0
8,0.5794850068257779,2.7171335000002728,0
9,0.5852280751306312,3.040174100000513,0
10,0.5887115755778374,2.8299537999992026,0
11,0.5963846914277644,3.0076288000000204,0
12,0.6047639222332062,2.764823699999397,0
13,0.6025985030362944,3.0534152000000176,0
14,0.6085769429929859,2.9730185999997047,0
15,0.6073059360730594,3.014042299999346,0
16,0.6066468954479123,2.9042906000013318,0
17,0.6135197476815892,2.91004459999931,0
18,0.612342889422398,2.964374499999394,0
19,0.6215694581744575,2.9770790000002307,0
20,0.6195452619686485,2.8554840000015247,0
21,0.6178976604057808,3.1293931000000157,0
22,0.6181801063879866,2.8649131000001944,0
23,0.6206750458974721,2.927187600000252,0
24,0.6195923362990161,3.0065352999990864,0
25,0.626888857506002,2.78911429999971,0
26,0.6356446829543849,3.134227999998984,0
27,0.6355505342936497,3.0175366000003123,0
28,0.6363978722402673,2.868949400000929,0
29,0.6401638186696794,3.1634961999989173,0
30,0.6427058325095325,2.831862600000022,0
31,0.642235089205856,3.068980800000645,0
32,0.6479781575107094,3.0371372000008705,0
33,0.6476957115285035,2.7804911000002903,0
34,0.6448241773760768,3.065196899999137,0
35,0.6398342983571059,2.9311422999999195,0
36,0.650049428046886,2.8440950000003795,0
37,0.6461893329567386,2.6476752999988094,0
38,0.6486371981358565,2.4631351999996696,0
39,0.6492962387610036,2.1427480000002106,0
40,0.6475544885374006,2.101393499999176,0
41,0.6513204349668126,2.113414900000862,0
42,0.6493903874217389,2.3617266999990534,0
43,0.6474132655462976,2.4548131999999896,0
44,0.6474603398766653,2.780689400000483,0
45,0.6395047780445323,3.045143999999709,0
46,0.645200772019018,2.927872099999149,0
47,0.6454361436708563,2.975813400000334,0
48,0.6471308195640917,2.9813236000009056,0
49,0.6468483735818858,3.0023895000013,0
