round,acc,t_round_s,n_malicious
0,0.021914893617021276,44.294867300006445,9
1,0.0952659574468085,44.27803449999192,9
2,0.13941489361702128,44.90990429998783,9
3,0.16893617021276597,44.63205949999974,9
4,0.14664893617021277,44.6870382999914,9
5,0.15398936170212765,44.47419819999777,9
6,0.05047872340425532,44.57316680000804,9
7,0.02127659574468085,45.209545000005164,9
8,0.02127659574468085,44.694215099996654,9
9,0.02127659574468085,45.0083283999993,9
10,0.02127659574468085,44.4586641999922,9
11,0.02127659574468085,44.69288270000834,9
12,0.02127659574468085,44.90753140000743,9
13,0.02127659574468085,44.79712279999512,9
14,0.02127659574468085,45.01945410000917,9
15,0.02127659574468085,45.4711255000002,9
16,0.02127659574468085,45.30207090001204,9
17,0.02127659574468085,44.65936639999563,9
18,0.02127659574468085,44.68118089999189,9
19,0.02127659574468085,44.82173280000279,9
20,0.02127659574468085,45.22550780000165,9
21,0.02127659574468085,44.464759700000286,9
22,0.02127659574468085,44.737329800002044,9
23,0.02127659574468085,44.23019529999874,9
24,0.02127659574468085,45.125114499998745,9
25,0.02127659574468085,44.97332760000427,9
26,0.02127659574468085,44.607078300003195,9
27,0.02127659574468085,45.61181960000249,9
28,0.02127659574468085,44.86378849999164,9
29,0.02127659574468085,45.118965200003004,9
