round,acc,t_round_s,n_malicious,asr
0,0.07781914893617022,21.991267499999594,9,0.9189673913043478
1,0.44638297872340427,20.680853099998785,9,0.3766304347826087
2,0.6248936170212765,20.17701760000091,9,0.39652173913043476
3,0.7022340425531914,20.254695300000094,9,0.6055978260869566
4,0.7420744680851064,19.650529599999572,9,0.7989130434782609
5,0.769468085106383,19.555933200001164,9,0.8860869565217391
6,0.7825531914893618,19.841527500000666,9,0.9308152173913044
7,0.7965425531914894,19.45316069999899,9,0.9667391304347827
8,0.805,19.629803900001207,9,0.9771195652173913
9,0.8103191489361702,20.066504799999166,9,0.9866847826086956
10,0.8171808510638298,19.544321699999273,9,0.9865217391304347
11,0.8206914893617021,19.724768799998856,9,0.9890217391304348
12,0.8258510638297872,20.401021499999842,9,0.9921739130434782
13,0.8298936170212766,19.79131789999883,9,0.9948369565217391
14,0.830531914893617,19.57062059999953,9,0.996195652173913
15,0.8346808510638298,19.905120100000204,9,0.9967934782608696
16,0.8383510638297872,19.472467400000824,9,0.9980978260869565
17,0.8387765957446809,19.703814700000294,9,0.9982065217391304
18,0.8404255319148937,20.473360300000422,9,0.9977173913043478
19,0.8419148936170213,19.764375099999597,9,0.9985869565217391
20,0.8446276595744681,19.617921200000637,9,0.9988586956521739
21,0.846063829787234,20.706787900000563,9,0.9992391304347826
22,0.8466489361702128,19.78324590000011,9,0.9995652173913043
23,0.8483510638297872,19.71092420000059,9,0.9996195652173913
24,0.8494680851063829,20.077756700000464,9,0.9996195652173913
25,0.8522340425531915,19.909476599999834,9,0.9995108695652174
26,0.8535106382978723,19.583757300000798,9,0.9996195652173913
27,0.8525531914893617,20.034738399999696,9,0.9995108695652174
28,0.8546276595744681,20.000071200000093,9,0.9996739130434783
29,0.8551595744680851,19.683547700000418,9,0.9997826086956522
30,0.8548404255319149,20.071842899998956,9,0.9998913043478261
31,0.8542021276595745,19.841823300001124,9,1.0
32,0.856436170212766,19.93210209999961,9,1.0
33,0.8561170212765957,19.775724200000695,9,1.0
34,0.8567021276595744,19.904807700000674,9,0.9999456521739131
35,0.8574468085106383,20.309674599999198,9,0.9999456521739131
36,0.8589361702127659,20.8758928999996,9,1.0
37,0.8607446808510638,21.647529899999427,9,1.0
38,0.8586170212765958,20.215012200000274,9,1.0
39,0.8600531914893617,19.801534399999582,9,1.0
40,0.8598936170212766,19.679629700000078,9,1.0
41,0.8610638297872341,20.08546490000117,9,1.0
42,0.863031914893617,19.85717999999906,9,1.0
43,0.8624468085106383,19.857830500001,9,1.0
44,0.8627127659574468,20.319659000000684,9,1.0
45,0.8628191489361702,19.87213090000114,9,1.0
46,0.8626063829787234,19.983338199999707,9,1.0
47,0.8631914893617021,20.203899699999965,9,1.0
48,0.864095744680851,19.99850520000109,9,1.0
49,0.864095744680851,18.77647900000011,9,1.0
