round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.08063829787234042,42.36530050000874,6,1,1
1,0.3587234042553191,39.83180510000966,6,5,1
2,0.586063829787234,34.3052306999889,6,6,1
3,0.6882978723404255,33.31542559999798,6,6,1
4,0.7280319148936171,33.71453549999569,6,6,1
5,0.7649468085106383,33.01832889999787,6,6,1
6,0.7802127659574468,33.669226199999684,6,6,1
7,0.7930851063829787,33.21416649999446,6,6,1
8,0.8022872340425532,33.82441649999237,6,6,1
9,0.8068617021276596,33.31789360000403,6,6,1
10,0.8140957446808511,33.57392989999789,6,6,1
11,0.8173936170212766,33.42793879999954,6,6,1
12,0.8237234042553192,33.18292200000724,6,6,1
13,0.8229787234042554,33.705147300002864,6,6,1
14,0.8264361702127659,33.451659300000756,6,6,1
15,0.8328191489361703,33.76771310000913,6,6,1
16,0.8363297872340425,33.63615010000649,6,6,1
17,0.836968085106383,33.49844340000709,6,6,1
18,0.8321276595744681,37.501548800006276,6,6,1
19,0.8413829787234043,36.071186700006365,6,6,1
20,0.8420212765957447,35.602593999996316,6,6,1
21,0.8444148936170213,35.48475660000986,6,6,1
22,0.8410106382978724,35.08248959999764,6,6,1
23,0.8444680851063829,35.71796120000363,6,6,1
24,0.8440425531914894,35.24504799999704,6,6,1
25,0.8451063829787234,34.81065669999225,6,6,1
26,0.846063829787234,34.783562199998414,6,6,1
27,0.8512765957446808,34.565526099991985,6,6,1
28,0.8507446808510638,34.36618709999311,6,6,1
29,0.8503191489361702,34.77641059999587,6,6,1
