round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,n_dirty,n_flagged,dirty_flagged,susp_mal,susp_hon,asr
0,0.1570212765957447,61.97348090000014,9,0,0,5,5,3,0.0,0.0,0.8607608695652174
1,0.5176063829787234,62.447222599999805,9,0,0,6,1,1,0.0,0.0,0.34891304347826085
2,0.6569148936170213,62.546493399997416,9,0,0,6,0,0,0.0,0.0,0.7221195652173913
3,0.7203723404255319,62.79956210000091,9,0,0,7,0,0,0.0,0.0,0.8858152173913043
4,0.7566489361702128,61.76769439999771,9,0,0,7,2,2,0.0,0.0,0.8632065217391305
5,0.7801595744680851,61.90462610000395,9,0,0,6,1,1,0.0,0.0,0.9286413043478261
6,0.7925,62.19225870000082,9,0,0,6,1,1,0.0,0.0,0.9755434782608695
7,0.8027127659574468,63.419121399994765,9,0,0,6,0,0,0.0,0.0,0.9845652173913043
8,0.8134574468085106,62.56730740000057,9,0,0,7,0,0,0.0,0.0,0.9927173913043478
9,0.8202659574468085,62.0057583999951,9,0,0,5,0,0,0.0,0.0,0.9942391304347826
10,0.8229255319148936,62.03991330000281,9,0,0,8,0,0,0.0,0.0,0.996304347826087
11,0.8278723404255319,62.00307780000003,9,0,0,7,0,0,0.0,0.0,0.9970108695652173
12,0.8306914893617021,61.959559199996875,9,0,0,6,1,1,0.0,0.0,0.9978804347826087
13,0.8341489361702128,62.52064179999434,9,0,0,6,0,0,0.0,0.0,0.9985869565217391
14,0.8378191489361703,61.81673540000338,9,0,0,7,0,0,0.0,0.0,0.9983695652173913
15,0.8410106382978724,62.176269700001285,9,0,0,7,0,0,0.0,0.0,0.9991304347826087
16,0.8402127659574468,62.159990899999684,9,0,0,7,0,0,0.0,0.0,0.9993478260869565
17,0.8428723404255319,62.26005730000179,9,0,0,7,0,0,0.0,0.0,0.9994565217391305
18,0.8454787234042553,61.95731749999686,9,0,0,6,0,0,0.0,0.0,0.9995108695652174
19,0.8457978723404256,63.34860819999449,9,0,0,6,0,0,0.0,0.0,0.9995652173913043
20,0.8484574468085107,62.77283099999477,9,0,0,8,0,0,0.0,0.0,0.9997826086956522
21,0.8496808510638297,63.80020180000429,9,0,0,7,0,0,0.0,0.0,0.9995108695652174
22,0.8500531914893616,65.25405979999778,9,0,0,7,1,0,0.0,0.0,1.0
23,0.8536702127659574,63.46376440000313,9,0,0,8,0,0,0.0,0.0,0.9995652173913043
24,0.8534574468085107,63.12266570000065,9,0,0,6,0,0,0.0,0.0,0.9998913043478261
25,0.8552127659574468,63.4632616999952,9,0,0,7,0,0,0.0,0.0,0.9995652173913043
26,0.8553723404255319,62.861208300004364,9,0,0,7,0,0,0.0,0.0,0.9998913043478261
27,0.856063829787234,63.501271900000575,9,0,0,6,0,0,0.0,0.0,0.9999456521739131
28,0.8562765957446808,63.47547879999911,9,0,0,6,1,1,0.0,0.0,0.9998369565217391
29,0.8580319148936171,63.876772199997504,9,0,0,7,0,0,0.0,0.0,0.9998369565217391
30,0.8596808510638297,63.38583279999875,9,0,0,8,0,0,0.0,0.0,0.9999456521739131
31,0.8587765957446809,63.86584369999764,9,0,0,8,0,0,0.0,0.0,1.0
32,0.859468085106383,63.81188160000602,9,0,0,6,0,0,0.0,0.0,1.0
33,0.8597340425531915,63.863865300001635,9,0,0,7,0,0,0.0,0.0,1.0
34,0.8613829787234043,63.78117279999424,9,0,0,7,0,0,0.0,0.0,1.0
35,0.8607446808510638,63.76194029999897,9,0,0,6,0,0,0.0,0.0,1.0
36,0.8620744680851063,64.19001989999379,9,0,0,8,0,0,0.0,0.0,1.0
37,0.8627659574468085,63.843354100004944,9,0,0,6,0,0,0.0,0.0,1.0
38,0.8626063829787234,63.209976500002085,9,0,0,8,0,0,0.0,0.0,1.0
39,0.863031914893617,63.56861950000166,9,0,0,6,0,0,0.0,0.0,1.0
40,0.863563829787234,63.19705860000249,9,0,0,6,0,0,0.0,0.0,1.0
41,0.8652659574468086,61.94333249999909,9,0,0,6,0,0,0.0,0.0,1.0
42,0.8653723404255319,62.39672730000166,9,0,0,6,0,0,0.0,0.0,1.0
43,0.865,63.35364480000135,9,0,0,6,0,0,0.0,0.0,0.9999456521739131
44,0.8660638297872341,64.31721290000132,9,0,0,7,0,0,0.0,0.0,0.9999456521739131
45,0.865531914893617,63.68898189999891,9,0,0,6,0,0,0.0,0.0,0.9999456521739131
46,0.8667021276595744,63.847784099998535,9,0,0,6,0,0,0.0,0.0,1.0
47,0.867872340425532,63.94029610000143,9,0,0,6,0,0,0.0,0.0,0.9999456521739131
48,0.8666489361702128,64.36689350000233,9,0,0,7,0,0,0.0,0.0,1.0
49,0.8677127659574468,63.36944799999765,9,0,0,7,0,0,0.0,0.0,1.0
