round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,asr
0,0.24372340425531916,9.508805400000028,3,0,0,0.10777173913043478
1,0.5070212765957447,9.295743300000026,3,0,0,0.07315217391304348
2,0.6688297872340425,9.114203599999996,3,0,0,0.044130434782608696
3,0.7311702127659574,9.124086799999986,3,0,0,0.048967391304347824
4,0.7619148936170212,9.297319199999947,3,0,0,0.05956521739130435
5,0.7816489361702128,9.158011299999998,3,0,0,0.07815217391304348
6,0.7967021276595745,9.23691169999995,3,0,0,0.14005434782608694
7,0.8059042553191489,9.134039699999903,3,0,0,0.2529891304347826
8,0.8123404255319149,9.356969999999933,3,0,0,0.3780978260869565
9,0.8202127659574469,9.233668599999987,3,0,0,0.5470108695652174
10,0.8225,9.29542820000006,3,0,0,0.6530978260869565
11,0.8308510638297872,9.122975899999915,3,0,0,0.7591304347826087
12,0.8325,9.0667823,3,0,0,0.8194021739130435
13,0.8364893617021276,9.360942899999941,3,0,0,0.8920108695652174
14,0.836968085106383,9.262665200000015,3,0,0,0.9139130434782609
15,0.8391489361702128,9.297093200000063,3,0,0,0.9190760869565218
16,0.8426595744680851,9.065812600000072,3,0,1,0.9404891304347827
17,0.8447340425531915,8.87529440000003,3,0,1,0.9584782608695652
18,0.8462765957446808,9.035001399999942,3,0,1,0.9576630434782609
19,0.8454255319148937,9.105933499999992,3,0,1,0.9641304347826087
20,0.8488297872340426,9.031542299999956,3,0,1,0.9666847826086956
21,0.8513829787234043,8.76355239999998,3,0,1,0.9792391304347826
22,0.8508510638297873,8.869596499999943,3,0,1,0.978641304347826
23,0.8525,8.96496209999998,3,0,1,0.9822826086956522
24,0.8533510638297872,8.939623600000004,3,0,1,0.9877173913043479
25,0.8523936170212766,8.935801999999967,3,0,1,0.9881521739130434
26,0.8552127659574468,8.902332199999933,3,0,1,0.988641304347826
27,0.8576063829787234,7.248013600000036,3,0,1,0.99
28,0.8563829787234043,7.116236200000003,3,0,1,0.9905978260869566
29,0.8576595744680852,8.136932900000033,3,0,1,0.992554347826087
30,0.8573404255319149,8.975034100000016,3,0,1,0.9920108695652174
31,0.8587234042553191,9.070454899999959,3,0,1,0.9944021739130435
32,0.8610638297872341,8.98635020000006,3,0,1,0.9943478260869565
33,0.8602659574468086,9.043413299999997,3,0,1,0.9955978260869566
34,0.8609042553191489,9.032000399999902,3,0,1,0.9955434782608695
35,0.8603723404255319,9.048457100000064,3,0,1,0.9960869565217392
36,0.8620212765957447,9.038998800000059,3,0,1,0.9959782608695652
37,0.8633510638297872,8.966569500000105,3,0,1,0.9965760869565218
38,0.8623404255319149,9.072768500000052,3,0,1,0.9975
39,0.8638297872340426,9.077360400000089,3,0,1,0.9969565217391304
40,0.8645212765957446,9.144382399999927,3,0,1,0.9972282608695652
41,0.8653191489361702,9.03406480000001,3,0,1,0.9970108695652173
42,0.8645744680851064,9.073518000000035,3,0,1,0.9976630434782608
43,0.8646276595744681,9.100700899999993,3,0,1,0.9984782608695653
44,0.8652127659574468,9.081428799999912,3,0,1,0.9984239130434782
45,0.8656914893617021,9.087277299999982,3,0,1,0.9980978260869565
46,0.8661170212765957,9.052575900000079,3,0,1,0.9978804347826087
47,0.8668617021276596,9.086269400000106,3,0,1,0.9982608695652174
48,0.8663297872340425,9.027424300000007,3,0,1,0.9984782608695653
49,0.8679255319148936,7.664970400000016,3,0,1,0.998641304347826
