round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.2302659574468085,41.60924700000032,3,2,0
1,0.4947340425531915,39.44781429998693,3,3,0
2,0.6649468085106383,38.7386617000011,3,3,0
3,0.7327659574468085,38.94809959999111,3,3,0
4,0.7654787234042553,38.052438300001086,3,3,0
5,0.7821276595744681,38.7089435000089,3,3,0
6,0.7976595744680851,38.47576039998967,3,3,0
7,0.8059574468085107,38.434570299999905,3,3,0
8,0.8153723404255319,38.45212480000919,3,3,0
9,0.8206914893617021,38.268779299993184,3,3,0
10,0.8252127659574469,38.06104359999881,3,3,0
11,0.8302659574468085,38.3815159000078,3,3,0
12,0.8326595744680851,39.351730499998666,3,3,0
13,0.8367021276595744,38.18042809999315,3,3,0
14,0.8380851063829787,38.014488300002995,3,3,0
15,0.8418085106382979,38.471546200002194,3,3,0
16,0.8412765957446808,38.1067858000024,3,3,0
17,0.8453723404255319,38.09920549999515,3,3,0
18,0.8451063829787234,38.258562300004996,3,3,0
19,0.8474468085106382,38.39825790000032,3,3,0
20,0.8498936170212766,38.47812440000416,3,3,0
21,0.851968085106383,38.60267609999573,3,3,0
22,0.8526595744680852,39.09012320000329,3,3,0
23,0.854468085106383,38.67587239999557,3,3,0
24,0.8546808510638297,38.79977829998825,3,3,0
25,0.8545212765957447,38.60954489999858,3,3,0
26,0.8560106382978724,38.343195900000865,3,3,0
27,0.8553723404255319,38.670853800009354,3,3,0
28,0.858563829787234,38.87317890000122,3,3,0
29,0.8598936170212766,38.496242399996845,3,3,0
