round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,n_dirty,n_flagged,dirty_flagged,susp_mal,susp_hon,asr
0,0.26388297872340427,18.528124300000854,3,0,0,3,8,3,1.0,0.778,0.0
1,0.5686170212765957,18.820979399999487,3,0,0,3,3,3,1.0,0.5,0.003043478260869565
2,0.6871276595744681,18.933209599999827,3,0,0,3,4,3,1.0,0.444,0.0024456521739130437
3,0.7405851063829787,19.21303690000059,3,0,0,3,4,3,1.0,0.417,0.013804347826086957
4,0.7629787234042553,18.977136499999688,3,3,2,3,2,2,0.933,0.363,0.019782608695652175
5,0.7793085106382979,16.383636299999125,3,3,2,0,0,0,0.933,0.312,0.003315217391304348
6,0.7921276595744681,16.42246940000041,3,3,2,0,1,0,0.933,0.292,0.007010869565217391
7,0.7978191489361702,16.080803799999558,3,3,3,0,1,0,0.933,0.277,0.002717391304347826
8,0.8153723404255319,15.470644299999549,3,3,3,0,0,0,0.933,0.255,0.007119565217391304
9,0.8180851063829787,15.772519299998748,3,3,3,0,0,0,0.933,0.238,0.008206521739130435
10,0.8254787234042553,15.22324000000117,3,3,3,0,0,0,0.933,0.224,0.01
11,0.8283510638297872,15.783838100000139,3,3,3,0,0,0,0.933,0.212,0.00782608695652174
12,0.8311170212765957,15.647041099999115,3,3,3,0,0,0,0.933,0.202,0.006956521739130435
13,0.8333510638297872,15.817398099999991,3,3,3,0,0,0,0.933,0.194,0.0058152173913043476
14,0.833031914893617,15.685456400000476,3,3,3,0,0,0,0.933,0.186,0.008043478260869565
15,0.8363297872340425,16.026012500000434,3,3,3,0,0,0,0.933,0.18,0.007010869565217391
16,0.8380851063829787,15.667870799999946,3,3,3,0,0,0,0.933,0.174,0.007065217391304348
17,0.8428191489361702,15.011448899998868,3,3,3,0,1,0,0.933,0.175,0.005326086956521739
18,0.8452127659574468,15.981125599999359,3,3,3,0,0,0,0.933,0.17,0.006684782608695652
19,0.8461702127659575,15.492652900000394,3,3,3,0,0,0,0.933,0.166,0.006141304347826087
20,0.8456914893617021,14.8288663000003,3,3,3,0,1,0,0.933,0.167,0.007282608695652174
21,0.8497340425531915,15.000311199999487,3,3,3,0,0,0,0.933,0.163,0.007989130434782608
22,0.8515425531914894,15.337405600001148,3,3,3,0,0,0,0.933,0.16,0.0077717391304347825
23,0.8525531914893617,16.0352855000001,3,3,3,0,0,0,0.933,0.156,0.010869565217391304
24,0.8537765957446809,16.28908610000144,3,3,3,0,1,0,0.933,0.158,0.00625
25,0.852872340425532,15.78428730000087,3,3,3,0,0,0,0.933,0.155,0.007065217391304348
26,0.8536170212765958,15.740682699999525,3,3,3,0,0,0,0.933,0.152,0.006358695652173913
27,0.8565957446808511,15.70868320000045,3,3,3,0,0,0,0.933,0.15,0.007336956521739131
28,0.8571808510638298,15.472705999998652,3,3,3,0,0,0,0.933,0.148,0.007282608695652174
29,0.8577127659574468,15.409813000000213,3,3,3,0,0,0,0.933,0.145,0.007391304347826087
30,0.8579255319148936,14.94880750000084,3,3,3,0,0,0,0.933,0.143,0.006739130434782609
31,0.8583510638297872,14.824076999999306,3,3,3,0,0,0,0.933,0.141,0.007717391304347826
32,0.8595744680851064,19.069747100000313,3,3,3,0,0,0,0.933,0.14,0.005706521739130435
33,0.8604255319148936,18.74078990000089,3,3,3,0,0,0,0.933,0.138,0.006847826086956521
34,0.859095744680851,17.730089900000166,3,3,3,0,0,0,0.933,0.136,0.006902173913043479
35,0.8615425531914893,17.654353799998717,3,3,3,0,0,0,0.933,0.135,0.006956521739130435
36,0.8636702127659575,17.184586199999103,3,3,3,0,0,0,0.933,0.133,0.008858695652173914
37,0.8639893617021277,16.695971700000882,3,3,3,0,0,0,0.933,0.132,0.006793478260869565
38,0.8640425531914894,15.718424900000173,3,3,3,0,0,0,0.933,0.131,0.007608695652173913
39,0.8635106382978723,15.613929199998893,3,3,3,0,0,0,0.933,0.13,0.007065217391304348
40,0.8653191489361702,15.989543600000616,3,3,3,0,0,0,0.933,0.128,0.006304347826086957
41,0.8649468085106383,16.336562200000117,3,3,3,0,0,0,0.933,0.127,0.007065217391304348
42,0.8648936170212767,15.7618865000004,3,3,3,0,0,0,0.933,0.126,0.006847826086956521
43,0.8669148936170212,15.12227189999976,3,3,3,0,0,0,0.933,0.125,0.005326086956521739
44,0.8656382978723405,15.395538900000247,3,3,3,0,0,0,0.933,0.124,0.0077717391304347825
45,0.8648936170212767,16.082239900000786,3,3,3,0,0,0,0.933,0.123,0.007445652173913043
46,0.8668085106382979,16.44187199999942,3,3,3,0,0,0,0.933,0.123,0.0077717391304347825
47,0.8683510638297872,16.314635599999747,3,3,3,0,0,0,0.933,0.122,0.0058152173913043476
48,0.8675531914893617,16.21550490000118,3,3,3,0,0,0,0.933,0.121,0.006847826086956521
49,0.8603723404255319,16.475271199999042,3,3,3,0,1,0,0.933,0.122,0.00391304347826087
