round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.2627127659574468,44.94407309999224,3,0,0
1,0.536595744680851,47.757277700002305,3,1,0
2,0.6842021276595744,43.929946500007645,3,2,0
3,0.7384042553191489,45.618605900002876,3,3,0
4,0.7686170212765957,40.11483500000031,3,3,0
5,0.788031914893617,39.8003202000109,3,3,0
6,0.8007978723404255,40.21817010000814,3,3,0
7,0.8078191489361702,41.686003099996014,3,3,0
8,0.8162765957446808,39.8910920000053,3,3,0
9,0.8229255319148936,39.46656630000507,3,3,0
10,0.8238297872340425,39.76354129999527,3,3,0
11,0.8307446808510638,39.063578800007235,3,3,0
12,0.8350531914893617,39.23210069999914,3,3,0
13,0.838404255319149,39.10608160000993,3,3,0
14,0.841436170212766,38.630178400009754,3,3,0
15,0.8417021276595744,40.765129599996726,3,3,0
16,0.8442553191489361,40.482056000008015,3,3,0
17,0.8465425531914894,39.27603700000327,3,3,0
18,0.8483510638297872,39.04513440000301,3,3,0
19,0.8519148936170213,39.083606600004714,3,3,0
20,0.853563829787234,38.54209580000315,3,3,0
21,0.8527127659574468,38.906486199994106,3,3,0
22,0.8529255319148936,38.66413879999891,3,3,0
23,0.8552659574468086,38.535633999999845,3,3,0
24,0.8569148936170212,38.75078180000128,3,3,0
25,0.8604255319148936,38.71604880000814,3,3,0
26,0.8606382978723405,38.71303730001091,3,3,0
27,0.8602127659574468,38.917039599997224,3,3,0
28,0.8603723404255319,38.64312449999852,3,3,0
29,0.8623936170212766,38.39620630000718,3,3,0
