round,acc,t_round_s,n_malicious,asr
0,0.1952127659574468,9.590867199993227,3,0.2823913043478261
1,0.5296808510638298,9.079668199992739,3,0.031195652173913044
2,0.6174468085106383,8.26750020000327,3,0.09842391304347826
3,0.4549468085106383,6.443631000001915,3,0.05445652173913044
4,0.6504787234042553,6.388776799998595,3,0.13875
5,0.4242021276595745,6.521143799996935,3,0.1846195652173913
6,0.753563829787234,8.592003500001738,3,0.5726630434782609
7,0.7788297872340425,7.96586369999568,3,0.5990217391304348
8,0.7820744680851064,7.175459399993997,3,0.7670652173913044
9,0.7895212765957447,7.762145600005169,3,0.7793478260869565
10,0.7923404255319149,8.988147700001718,3,0.8593478260869565
11,0.7690957446808511,9.090741299994988,3,0.8735326086956522
12,0.7951063829787234,9.138601999991806,3,0.902554347826087
13,0.8330851063829787,9.074455599999055,3,0.9603804347826087
14,0.8054255319148936,9.139803600002779,3,0.9585326086956522
15,0.8090425531914893,9.195308299997123,3,0.9527173913043478
16,0.7915425531914894,9.142829600008554,3,0.9676630434782608
17,0.8405851063829787,9.157361599995056,3,0.9784782608695652
18,0.8259574468085107,9.212811699995655,3,0.9776086956521739
19,0.7995212765957447,9.136542799999006,3,0.97
20,0.815,9.06134519999614,3,0.9890760869565217
21,0.8253191489361702,9.038487400001031,3,0.9868478260869565
22,0.8238297872340425,9.093535599997267,3,0.9905434782608695
23,0.8095212765957447,9.022999699998763,3,0.9872826086956522
24,0.8232446808510638,9.111004400008824,3,0.9926086956521739
25,0.8475531914893617,9.132996800006367,3,0.9954347826086957
26,0.8458510638297873,9.107494000010774,3,0.9949456521739131
27,0.8406382978723405,8.998612700001104,3,0.9945652173913043
28,0.8334574468085106,9.058217899990268,3,0.9945108695652174
29,0.8288297872340425,9.034074299997883,3,0.9955434782608695
30,0.8498936170212766,9.148512999992818,3,0.9948913043478261
31,0.8341489361702128,9.060969700003625,3,0.997445652173913
32,0.8197340425531915,9.148127299995394,3,0.9920652173913044
33,0.8592021276595745,9.076077100005932,3,0.9983152173913044
34,0.865531914893617,9.09342010000546,3,0.9980978260869565
35,0.8233510638297873,9.076482799995574,3,0.9980978260869565
36,0.8442021276595745,9.10896579999826,3,0.9968478260869565
37,0.8355851063829787,9.112854100007098,3,0.9983152173913044
38,0.8469148936170213,9.107115299993893,3,0.998804347826087
39,0.796595744680851,9.216662400009227,3,0.9976086956521739
40,0.8338297872340426,9.112079200000153,3,0.998641304347826
41,0.8069148936170213,9.132457899992005,3,0.9985869565217391
42,0.8536702127659574,9.088306999998167,3,0.9991304347826087
43,0.8247872340425532,9.0834329000063,3,0.9984239130434782
44,0.8629255319148936,9.098684099997627,3,0.9993478260869565
45,0.8161170212765958,9.218415900002583,3,0.9408152173913044
46,0.8348404255319148,9.235540800000308,3,0.9997282608695652
47,0.8467021276595744,9.13600270000461,3,0.9991304347826087
48,0.862659574468085,9.168065400008345,3,0.9994565217391305
49,0.8360106382978724,9.110477299997001,3,0.9981521739130435
