round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.23930851063829786,36.0512075000006,3,3,1
1,0.5244148936170213,32.59197179999319,3,3,2
2,0.6687765957446808,32.237959199992474,3,3,3
3,0.7218085106382979,31.384280500002205,3,3,3
4,0.7546276595744681,32.03875910000352,3,3,3
5,0.7756914893617022,32.77633839999908,3,3,3
6,0.7895212765957447,32.884043199999724,3,3,3
7,0.7987234042553192,33.177152100004605,3,3,3
8,0.806968085106383,33.06811600000947,3,3,3
9,0.8142021276595744,33.52023619999818,3,3,3
10,0.8212765957446808,33.55024749999575,3,3,3
11,0.8274468085106383,34.16365800000494,3,3,3
12,0.8285638297872341,34.2097797000024,3,3,3
13,0.8313297872340426,33.746183000010205,3,3,3
14,0.8318085106382979,34.57014910000726,3,3,3
15,0.8361170212765957,33.827979299996514,3,3,3
16,0.8388829787234042,34.26137839999865,3,3,3
17,0.8381914893617022,34.17830879999383,3,3,3
18,0.8430319148936171,34.591442299992195,3,3,3
19,0.8420212765957447,34.70749919999798,3,3,3
20,0.8459574468085106,34.25375110001187,3,3,3
21,0.8482446808510639,34.62670459999936,3,3,3
22,0.8480851063829787,34.19738199999847,3,3,3
23,0.8475531914893617,36.11694519998855,3,3,3
24,0.8515957446808511,35.185086199999205,3,3,3
25,0.85,34.8016798000026,3,3,3
26,0.8548936170212766,34.81571009999607,3,3,3
27,0.8538297872340426,34.67518779999227,3,3,3
28,0.8543617021276596,34.33989400000428,3,3,3
29,0.8529787234042553,35.27923889999511,3,3,3
