round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,n_dirty,n_flagged,dirty_flagged,susp_mal,susp_hon,asr
0,0.2249468085106383,19.345320500000525,9,0,0,7,3,2,0.333,0.286,0.9308695652173913
1,0.4497340425531915,19.492708999998285,9,0,0,8,8,7,0.611,0.524,0.19168478260869565
2,0.6487234042553192,19.39120869999897,9,0,0,6,0,0,0.407,0.349,0.5748913043478261
3,0.7077659574468085,19.656776699999682,9,0,0,7,1,1,0.333,0.286,0.8929347826086956
4,0.7514893617021277,19.867961599999035,9,0,0,7,0,0,0.267,0.229,0.9626630434782608
5,0.7719148936170213,20.175918799999636,9,0,0,7,0,0,0.222,0.19,0.9798913043478261
6,0.7851595744680852,19.833023900000626,9,0,0,7,1,0,0.19,0.184,0.9889130434782609
7,0.8,19.62987609999982,9,0,0,5,0,0,0.167,0.161,0.9900543478260869
8,0.8043085106382979,19.439530999999988,9,0,0,7,1,1,0.16,0.153,0.9925
9,0.813404255319149,19.613134699999137,9,0,0,8,0,0,0.144,0.138,0.996195652173913
10,0.8186702127659574,19.72897659999944,9,0,0,5,0,0,0.131,0.126,0.9959239130434783
11,0.8234574468085106,19.40704039999946,9,0,0,9,0,0,0.12,0.115,0.9978804347826087
12,0.8262234042553191,19.13794229999985,9,0,0,7,0,0,0.111,0.106,0.9983152173913044
13,0.8298404255319148,19.213737899999614,9,0,0,7,0,0,0.103,0.099,0.9982065217391304
14,0.8335638297872341,19.479152899999463,9,0,0,7,0,0,0.096,0.092,0.9984782608695653
15,0.8369148936170213,19.311674000000494,9,0,0,7,0,0,0.09,0.086,0.99875
16,0.8367021276595744,19.27822820000074,9,0,0,8,0,0,0.085,0.081,0.9991304347826087
17,0.8403191489361702,18.819631899999877,9,0,0,5,0,0,0.08,0.077,0.9991304347826087
18,0.8413297872340425,19.331292000000758,9,0,0,7,0,0,0.076,0.073,0.998804347826087
19,0.8411170212765957,18.797706800000014,9,0,0,6,0,0,0.072,0.069,0.9996195652173913
20,0.8432978723404255,18.94026550000126,9,0,0,7,0,0,0.069,0.066,0.9994021739130434
21,0.8451063829787234,18.67150870000114,9,0,0,6,0,0,0.066,0.063,0.9996195652173913
22,0.8450531914893618,18.80109900000025,9,0,0,5,0,0,0.063,0.06,0.9996195652173913
23,0.8487234042553191,18.445474699999977,9,0,0,5,0,0,0.06,0.058,0.9996739130434783
24,0.8511702127659575,18.966021000000183,9,0,0,8,0,0,0.058,0.055,0.9996739130434783
25,0.8482978723404255,18.335078399999475,9,0,0,8,0,0,0.056,0.053,0.9997826086956522
26,0.8518085106382979,18.5734838999997,9,0,0,7,0,0,0.053,0.051,0.9998913043478261
27,0.8519148936170213,18.801670599999852,9,0,0,6,0,0,0.052,0.049,0.9998913043478261
28,0.852872340425532,18.856834100000924,9,0,0,8,0,0,0.05,0.048,0.9997826086956522
29,0.8548404255319149,18.74353709999923,9,0,0,8,0,0,0.048,0.046,0.9998913043478261
30,0.8559042553191489,18.44744400000127,9,0,0,7,0,0,0.047,0.045,0.9998913043478261
31,0.8538829787234042,18.79007619999902,9,0,0,6,0,0,0.045,0.043,0.9998369565217391
32,0.8513829787234043,18.94934579999972,9,0,0,8,1,1,0.047,0.045,0.9999456521739131
33,0.8562765957446808,18.665239300000394,9,0,0,7,0,0,0.046,0.043,0.9998913043478261
34,0.8568617021276596,18.685787500000515,9,0,0,5,0,0,0.044,0.042,0.9998913043478261
35,0.8576595744680852,18.773844199999075,9,0,0,7,0,0,0.043,0.041,0.9998913043478261
36,0.8567021276595744,18.694754500000272,9,0,0,7,0,0,0.042,0.04,0.9998913043478261
37,0.8581914893617021,19.167275599998902,9,0,0,7,0,0,0.041,0.039,0.9998913043478261
38,0.8595212765957447,19.14180099999976,9,0,0,6,0,0,0.04,0.038,0.9998913043478261
39,0.858404255319149,18.895964499999536,9,0,0,7,0,0,0.039,0.037,0.9998913043478261
40,0.8536702127659574,19.03349249999883,9,0,0,7,1,0,0.038,0.039,0.9998913043478261
41,0.8606914893617021,18.81469450000077,9,0,0,7,0,0,0.037,0.039,0.9998913043478261
42,0.8571276595744681,18.474286399999983,9,0,0,7,1,0,0.036,0.041,0.9998913043478261
43,0.8562765957446808,18.72504409999965,9,0,0,6,1,0,0.035,0.043,0.9999456521739131
44,0.862659574468085,18.79857020000054,9,0,0,8,0,0,0.035,0.042,0.9998913043478261
45,0.8632978723404255,18.44979609999973,9,0,0,7,0,0,0.034,0.041,0.9998369565217391
46,0.8596808510638297,18.755679199999577,9,0,0,9,1,1,0.035,0.043,0.9998913043478261
47,0.8623404255319149,18.654471900001226,9,0,0,7,0,0,0.035,0.042,0.9998913043478261
48,0.8631382978723404,18.391103300000395,9,0,0,8,0,0,0.034,0.041,0.9999456521739131
49,0.8654787234042554,18.685173900001246,9,0,0,6,0,0,0.033,0.04,0.9998913043478261
