round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.27382978723404255,15.561190600012196,0,0,0
1,0.5532446808510638,15.964760400005616,0,0,1
2,0.685372340425532,15.788366099994164,0,0,1
3,0.7440425531914894,17.293695400003344,0,0,1
4,0.7718617021276596,16.345996399992146,0,0,1
5,0.7912234042553191,17.21129830001155,0,0,1
6,0.7985638297872341,18.3709855999914,0,0,1
7,0.8086170212765957,18.419916499988176,0,0,1
8,0.8142553191489361,18.309589099982986,0,0,1
9,0.8239893617021277,18.3373472999956,0,0,1
10,0.8247872340425532,18.4404187000182,0,0,2
11,0.8315957446808511,17.77710120001575,0,0,2
12,0.8329787234042553,17.836379400017904,0,0,2
13,0.8380319148936171,18.035819800017634,0,0,2
14,0.8421808510638298,17.979192600003444,0,0,2
15,0.8434574468085106,17.85316729999613,0,0,2
16,0.843563829787234,17.720261600014055,0,0,2
17,0.8482446808510639,17.623695899994345,0,0,2
18,0.8486170212765958,17.729535199992824,0,0,2
19,0.8497872340425532,17.826799400005257,0,0,2
20,0.8512234042553192,16.741760000004433,0,0,2
21,0.8515425531914894,16.999342800001614,0,0,2
22,0.8523936170212766,17.557920000021113,0,0,2
23,0.8548404255319149,17.43314909999026,0,0,2
24,0.8571808510638298,17.56109259999357,0,0,2
25,0.858404255319149,17.5354780999769,0,0,2
26,0.8598404255319149,17.318083299993305,0,0,2
27,0.8587765957446809,16.61086990000331,0,0,2
28,0.8603723404255319,16.09244380000746,0,0,2
29,0.8620744680851063,16.830160699988483,0,0,2
30,0.8626063829787234,12.602390899992315,0,0,2
31,0.8624468085106383,16.204451900004642,0,0,2
32,0.8637765957446808,16.880395799991675,0,0,2
33,0.8645744680851064,16.758450900000753,0,0,2
34,0.865531914893617,16.798538399976678,0,0,2
35,0.8647340425531915,16.84558530000504,0,0,2
36,0.8660106382978724,16.619792600016808,0,0,2
37,0.8667553191489362,16.697461600007955,0,0,2
38,0.8679255319148936,16.80093769999803,0,0,2
39,0.8687765957446808,16.67515219998313,0,0,2
40,0.868563829787234,16.716654099989682,0,0,2
41,0.8688829787234043,16.81022210000083,0,0,2
42,0.8696276595744681,16.736383499985095,0,0,2
43,0.869468085106383,16.698805499996524,0,0,2
44,0.8697872340425532,16.845105599990347,0,0,2
45,0.8711702127659574,16.88675659999717,0,0,2
46,0.8697340425531915,16.69257379998453,0,0,2
47,0.87,16.677084099996137,0,0,2
48,0.871436170212766,16.893436799990013,0,0,2
49,0.8700531914893617,16.65397650000523,0,0,2
