round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,n_dirty,n_flagged,dirty_flagged,susp_mal,susp_hon,asr
0,0.2495212765957447,63.61518860000069,9,0,0,6,7,6,0.0,0.0,0.0004891304347826087
1,0.5039893617021277,66.33326749999833,9,0,0,7,7,7,0.0,0.0,0.023206521739130435
2,0.6689893617021276,63.68431740000233,9,0,0,7,5,5,0.0,0.0,0.02
3,0.7293617021276596,63.66814599999634,9,0,0,5,5,3,0.167,0.024,0.06815217391304348
4,0.760904255319149,63.70732119999593,9,0,0,6,1,1,0.178,0.019,0.23565217391304347
5,0.7771808510638298,63.07959129999654,9,1,0,6,1,1,0.167,0.016,0.6425
6,0.7931914893617021,62.17591630000243,9,1,0,6,0,0,0.151,0.014,0.8584239130434783
7,0.8035106382978724,61.85914619999676,9,1,0,5,0,0,0.139,0.012,0.9476086956521739
8,0.8080851063829787,62.918426400006865,9,1,0,6,1,1,0.13,0.011,0.9654891304347826
9,0.8191489361702128,62.759563700004946,9,1,0,7,0,0,0.122,0.01,0.9765760869565218
10,0.823031914893617,63.40442829999665,9,1,0,5,0,0,0.116,0.009,0.9773369565217391
11,0.826063829787234,63.11197240000183,9,1,0,7,0,0,0.111,0.008,0.9830434782608696
12,0.8307446808510638,63.19361780000327,9,1,0,6,0,0,0.107,0.007,0.9869021739130435
13,0.8321276595744681,63.49041289999877,9,1,0,6,1,0,0.103,0.007,0.9904347826086957
14,0.8358510638297872,62.579528900001606,9,1,0,8,0,0,0.1,0.006,0.9943478260869565
15,0.8380319148936171,63.15733460000047,9,1,0,6,0,0,0.097,0.006,0.9954347826086957
16,0.839627659574468,61.528537900005176,9,1,0,7,0,0,0.095,0.006,0.9957608695652174
17,0.8413829787234043,61.39862439999706,9,1,0,5,0,0,0.093,0.005,0.996304347826087
18,0.8426595744680851,60.787722400003986,9,1,0,7,0,0,0.091,0.005,0.9970108695652173
19,0.8465425531914894,59.57145589999709,9,1,0,6,0,0,0.089,0.005,0.9972282608695652
20,0.8456382978723405,61.123453100000916,9,1,0,5,1,0,0.087,0.005,0.9981521739130435
21,0.8479255319148936,60.108565999995335,9,1,0,5,0,0,0.086,0.004,0.9982065217391304
22,0.8478191489361702,60.109307999999146,9,1,0,5,0,0,0.085,0.004,0.9985869565217391
23,0.8512234042553192,61.169709599998896,9,1,0,7,0,0,0.083,0.004,0.9983695652173913
24,0.8527127659574468,62.25091959999554,9,1,0,7,0,0,0.082,0.004,0.9985869565217391
25,0.8518617021276595,62.21427170000243,9,1,0,5,0,0,0.081,0.004,0.998804347826087
26,0.8538829787234042,62.030708199999935,9,1,0,6,0,0,0.08,0.004,0.9989130434782608
27,0.8529787234042553,61.8060633999994,9,1,0,6,0,0,0.079,0.003,0.998804347826087
28,0.8549468085106383,62.43321680000372,9,1,0,7,0,0,0.079,0.003,0.9990760869565217
29,0.8555851063829787,61.06668499999796,9,1,0,8,0,0,0.078,0.003,0.9992934782608696
30,0.8568085106382979,58.685533800002304,9,1,0,5,0,0,0.077,0.003,0.9991847826086957
31,0.8580851063829787,58.289835499999754,9,1,0,5,0,0,0.076,0.003,0.9994021739130434
32,0.8601063829787234,60.263482499998645,9,1,0,6,0,0,0.076,0.003,0.9991847826086957
33,0.8588297872340426,59.39874889999919,9,1,0,6,0,0,0.075,0.003,0.9993478260869565
34,0.8620212765957447,59.534665200000745,9,1,0,6,0,0,0.075,0.003,0.9993478260869565
35,0.8622340425531915,60.89371779999783,9,1,0,7,0,0,0.074,0.003,0.9994021739130434
36,0.8622872340425531,59.68020919999981,9,1,0,6,0,0,0.074,0.003,0.9994565217391305
37,0.8622872340425531,59.745395400001144,9,1,0,6,0,0,0.073,0.003,0.9995108695652174
38,0.8600531914893617,59.511220200001844,9,1,0,7,1,1,0.073,0.002,0.9994021739130434
39,0.8646808510638297,61.602115000001504,9,1,0,5,0,0,0.072,0.002,0.9995108695652174
40,0.8631914893617021,59.08923759999743,9,1,0,8,0,0,0.072,0.002,0.9995652173913043
41,0.864095744680851,59.53367660000367,9,1,0,6,0,0,0.071,0.002,0.9995108695652174
42,0.8654255319148936,60.34457829999883,9,1,0,5,0,0,0.071,0.002,0.9995652173913043
43,0.8655851063829787,59.80980770000315,9,1,0,7,0,0,0.071,0.002,0.9995108695652174
44,0.8677659574468085,62.91748440000083,9,1,0,6,0,0,0.07,0.002,0.9995652173913043
45,0.8657978723404255,61.83053150000342,9,1,0,4,0,0,0.07,0.002,0.9996739130434783
46,0.866968085106383,61.70961990000069,9,1,0,6,0,0,0.07,0.002,0.9997282608695652
47,0.8662765957446809,62.508027000003494,9,1,0,7,1,1,0.069,0.002,0.9997282608695652
48,0.8675,63.59392900000239,9,1,0,5,0,0,0.069,0.002,0.9997826086956522
49,0.8677127659574468,58.06206139999995,9,1,0,5,0,0,0.069,0.002,0.9998369565217391
