round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.04228723404255319,48.4547132000007,9,1,0
1,0.12031914893617021,46.78261369999382,9,1,0
2,0.21675531914893617,46.56993959999818,9,5,1
3,0.49648936170212765,40.761929500004044,9,9,3
4,0.658031914893617,31.586565500008874,9,9,3
5,0.7248936170212766,31.78728509999928,9,9,3
6,0.7548936170212766,31.925320099995588,9,9,3
7,0.7772340425531915,31.971913000001223,9,9,3
8,0.7945212765957447,31.66420620000281,9,9,3
9,0.8013829787234042,31.96258510000189,9,9,3
10,0.8107446808510639,31.724706200009678,9,9,3
11,0.808404255319149,31.925247000006493,9,9,3
12,0.8080851063829787,31.97299270000076,9,9,3
13,0.8265957446808511,31.810754099991755,9,9,3
14,0.8261702127659575,31.779511400003685,9,9,3
15,0.8257446808510638,32.17591150000226,9,9,3
16,0.8299468085106383,31.900855700005195,9,9,3
17,0.8343085106382979,31.73266500000318,9,9,3
18,0.8318085106382979,31.88788470000145,9,9,3
19,0.8366489361702127,31.714882000000216,9,9,3
20,0.8408510638297872,31.56517800000438,9,9,3
21,0.8368085106382979,32.26391219999641,9,9,4
22,0.8359042553191489,30.45462750000297,9,9,4
23,0.8421276595744681,30.55527749999601,9,9,4
24,0.8356914893617021,30.427186499990057,9,9,4
25,0.8372872340425532,30.47335159999784,9,9,4
26,0.8461702127659575,30.436567400000058,9,9,4
27,0.841968085106383,30.131646099995123,9,9,4
28,0.8423936170212766,30.98115790000884,9,9,4
29,0.8437234042553191,30.46318649999739,9,9,4
