round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.25101063829787235,42.99615730001824,9,1,0
1,0.4918085106382979,41.67342570002074,9,3,0
2,0.6546808510638298,36.31923429999733,9,6,0
3,0.7138297872340426,33.69882019999204,9,9,1
4,0.7488297872340426,29.895297200011555,9,9,1
5,0.7737234042553192,29.255637199996272,9,9,1
6,0.7919148936170213,30.289152200013632,9,9,1
7,0.7963829787234042,30.294395599979907,9,9,1
8,0.8054255319148936,28.56642550000106,9,9,1
9,0.8097340425531915,27.900716500007547,9,9,1
10,0.8178723404255319,28.65567859998555,9,9,1
11,0.820531914893617,28.50848240000778,9,9,1
12,0.8184574468085106,28.650273999985075,9,9,1
13,0.8231914893617022,31.546463900012895,9,9,1
14,0.8328723404255319,28.95338809999521,9,9,1
15,0.831063829787234,29.986046100006206,9,9,1
16,0.8306382978723404,30.80709069999284,9,9,1
17,0.8340425531914893,30.681112699996447,9,9,1
18,0.8402659574468085,30.169573899998795,9,9,1
19,0.8351595744680851,31.481507799995597,9,9,1
20,0.8376063829787234,31.44016399999964,9,9,1
21,0.8439893617021277,31.70001129998127,9,9,1
22,0.8380319148936171,31.855824199999915,9,9,1
23,0.8422872340425532,31.81157869999879,9,9,1
24,0.8421808510638298,31.798806100006914,9,9,1
25,0.8426595744680851,30.137428100017132,9,9,1
26,0.8426595744680851,31.157730700011598,9,9,1
27,0.8454787234042553,31.731615099997725,9,9,1
28,0.8497872340425532,31.62969449997763,9,9,1
29,0.8450531914893618,30.89602630000445,9,9,1
