round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.24170212765957447,48.484237500000745,3,3,0
1,0.5397340425531915,45.29097310001089,3,3,1
2,0.6836702127659574,43.96411349999835,3,3,1
3,0.7440425531914894,43.203868800002965,3,3,1
4,0.7725,43.40241410001181,3,3,1
5,0.7886170212765957,42.86268820000987,3,3,1
6,0.8020744680851064,42.36044980000588,3,3,1
7,0.8090425531914893,42.80250550000346,3,3,1
8,0.8168085106382978,42.72260670000105,3,3,1
9,0.8223936170212766,42.607652000006055,3,3,1
10,0.8262765957446808,42.73606320000545,3,3,1
11,0.8290425531914893,42.78653070000291,3,3,1
12,0.8372340425531914,43.09391670000332,3,3,1
13,0.8360106382978724,43.14997199999925,3,3,1
14,0.8407446808510638,42.793256699995254,3,3,1
15,0.8423404255319149,43.06395870000415,3,3,1
16,0.8439893617021277,42.331121399998665,3,3,1
17,0.8496276595744681,42.641878800000995,3,3,1
18,0.8426595744680851,42.82166610000422,3,3,1
19,0.8485106382978723,42.6567134999932,3,3,1
20,0.8502127659574468,42.54770880000433,3,3,1
21,0.8532978723404255,43.2546003999887,3,3,1
22,0.8530319148936171,43.27491990000999,3,3,1
23,0.856436170212766,42.738996999993105,3,3,1
24,0.8580851063829787,42.516730599993025,3,3,1
25,0.8548936170212766,42.643431699994835,3,3,1
26,0.8576063829787234,42.35175879999588,3,3,1
27,0.8592553191489362,42.23984439999913,3,3,1
28,0.8601063829787234,42.424207900010515,3,3,1
29,0.8606382978723405,42.56202169999597,3,3,1
