round,acc,t_round_s,n_malicious,asr
0,0.2249468085106383,21.995134199998574,3,0.13103260869565217
1,0.5120212765957447,21.97441730000355,3,0.058695652173913045
2,0.6634574468085106,22.940924599999562,3,0.026304347826086958
3,0.7248936170212766,22.232374999999593,3,0.03869565217391304
4,0.7583510638297872,22.198771499999566,3,0.04375
5,0.7820744680851064,21.64332330000252,3,0.035706521739130435
6,0.7901063829787234,22.17165069999828,3,0.05717391304347826
7,0.8028191489361702,22.17209720000028,3,0.07434782608695652
8,0.8109574468085107,22.080187799998384,3,0.06826086956521739
9,0.8170744680851064,21.90897230000337,3,0.08347826086956522
10,0.8195212765957447,22.74744859999919,3,0.1468478260869565
11,0.8264361702127659,22.254123999999138,3,0.17353260869565218
12,0.8320212765957447,21.935241099999985,3,0.22625
13,0.8336170212765958,22.21454509999967,3,0.3056521739130435
14,0.8380319148936171,21.851779700002226,3,0.3782608695652174
15,0.8377127659574468,23.90010059999986,3,0.43527173913043476
16,0.8415425531914894,24.124905799999397,3,0.5004891304347826
17,0.8439893617021277,22.359436099999584,3,0.5508152173913043
18,0.8458510638297873,22.261564199998247,3,0.6346195652173913
19,0.8468617021276595,22.18178340000304,3,0.6671195652173914
20,0.8504255319148936,21.37031829999978,3,0.7294021739130435
21,0.8503191489361702,22.097841700000572,3,0.773804347826087
22,0.8507446808510638,21.655067700001382,3,0.8052173913043478
23,0.8506914893617021,22.00267950000125,3,0.8352717391304347
24,0.8533510638297872,21.356549799998902,3,0.8407608695652173
25,0.8537765957446809,20.864930299998377,3,0.8758695652173913
26,0.8575,21.333662699998968,3,0.8904891304347826
27,0.8566489361702128,21.158971199998632,3,0.8802173913043478
28,0.8595744680851064,20.716562300000078,3,0.90875
29,0.8559574468085106,21.243426800003363,3,0.913695652173913
30,0.8597340425531915,20.871530300002632,3,0.9290217391304347
31,0.8592021276595745,20.532657600000675,3,0.9371739130434783
32,0.8605851063829787,21.322014699999272,3,0.9409239130434782
33,0.8606914893617021,20.449600399999326,3,0.9434782608695652
34,0.8618617021276596,20.45102070000212,3,0.9479891304347826
35,0.8615957446808511,21.407952000001387,3,0.9596739130434783
36,0.8609574468085106,20.50260899999921,3,0.9646195652173913
37,0.8632446808510639,20.788669800000207,3,0.9592934782608695
38,0.8609042553191489,21.760622399997374,3,0.965
39,0.8618617021276596,20.738122499999008,3,0.9666847826086956
40,0.863031914893617,20.788457499998913,3,0.969945652173913
41,0.8645744680851064,21.23786480000126,3,0.976195652173913
42,0.8638297872340426,20.769948199998908,3,0.9782608695652174
43,0.864468085106383,21.122599099999206,3,0.9794021739130435
44,0.8672340425531915,20.789951499999006,3,0.9753260869565218
45,0.8665425531914893,20.677167000001646,3,0.977554347826087
46,0.8662234042553192,21.52529290000166,3,0.9833152173913043
47,0.8660638297872341,20.70989879999979,3,0.9829347826086956
48,0.8682978723404255,20.82444140000007,3,0.982445652173913
49,0.8664893617021276,23.534792400001606,3,0.9864673913043478
