round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.2077127659574468,41.850482800000464,9,1,0
1,0.5152659574468085,41.12965269999404,9,2,0
2,0.6355851063829787,40.88824739999836,9,3,1
3,0.7170744680851063,38.69860060000792,9,5,1
4,0.7603191489361703,35.758808400001726,9,7,1
5,0.7820744680851064,33.464340800011996,9,9,1
6,0.7855851063829787,30.676467800003593,9,9,1
7,0.8036170212765957,30.64929050000501,9,9,1
8,0.8094148936170212,30.797952900000382,9,9,1
9,0.8173936170212766,30.232849000007263,9,9,1
10,0.818404255319149,30.01263949999702,9,9,1
11,0.8221808510638298,29.95924009999726,9,9,1
12,0.8245744680851064,30.156417000005604,9,9,1
13,0.831968085106383,29.986926099998527,9,9,1
14,0.831968085106383,30.235989099994185,9,9,1
15,0.8303191489361702,30.076411100002588,9,9,1
16,0.8345212765957447,30.03476709999086,9,9,1
17,0.8405851063829787,30.2301204999967,9,9,1
18,0.8371808510638298,30.35249630000908,9,9,1
19,0.8406914893617021,29.889455700002145,9,9,1
20,0.8397872340425532,29.760692399999243,9,9,1
21,0.8448404255319149,29.9199546000018,9,9,1
22,0.848563829787234,29.21409649999987,9,9,1
23,0.8434574468085106,29.184275899999193,9,9,1
24,0.8486170212765958,29.663433600013377,9,9,1
25,0.8503723404255319,29.562941900003352,9,9,1
26,0.8480319148936171,29.305566299997736,9,9,1
27,0.8527659574468085,30.05985669999791,9,9,1
28,0.8504787234042553,29.497852899992722,9,9,1
29,0.8506382978723405,29.433706600000733,9,9,1
