round,acc,t_round_s,n_malicious
0,0.2500531914893617,20.614774499990745,0
1,0.49420212765957444,19.85391089998302,0
2,0.658031914893617,20.032735899992986,0
3,0.7203191489361702,20.1247836999828,0
4,0.7504255319148936,20.06563559998176,0
5,0.7756382978723404,20.039572700014105,0
6,0.7917553191489362,20.130073599983007,0
7,0.7979255319148936,20.15731449998566,0
8,0.8057978723404255,20.238118699984625,0
9,0.8149468085106383,20.184747499995865,0
10,0.8190425531914893,20.157602999999654,0
11,0.8231914893617022,20.11189070000546,0
12,0.8268617021276595,20.14904300001217,0
13,0.831436170212766,20.188459700002568,0
14,0.8350531914893617,20.11186259999522,0
15,0.8359042553191489,20.18706310002017,0
16,0.8397340425531915,20.20469509999384,0
17,0.8385106382978723,17.89015640001162,0
18,0.8430851063829787,20.1397236000048,0
19,0.8423404255319149,20.149010099994484,0
20,0.8474468085106382,20.041088800004218,0
21,0.8492021276595745,19.40879759998643,0
22,0.8472872340425532,18.653983500000322,0
23,0.8494680851063829,17.498871800024062,0
24,0.8512765957446808,15.911980000004405,0
25,0.8534574468085107,18.718973300012294,0
26,0.8532446808510639,18.769736299989745,0
27,0.8559574468085106,18.86519730000873,0
28,0.8552659574468086,18.865418700006558,0
29,0.8565957446808511,18.90557479998097,0
30,0.8572872340425531,18.808639299997594,0
31,0.8568085106382979,18.624816700001247,0
32,0.857872340425532,18.598799699975643,0
33,0.8602659574468086,18.594796899997164,0
34,0.8600531914893617,18.724147100001574,0
35,0.8602127659574468,18.604587200010428,0
36,0.8599468085106383,18.717350899998564,0
37,0.86,18.62933759999578,0
38,0.8617553191489362,18.572574900026666,0
39,0.8630851063829788,18.51451839998481,0
40,0.8624468085106383,18.638617000018712,0
41,0.8631914893617021,18.739962000021478,0
42,0.8638829787234042,18.627508400008082,0
43,0.8650531914893617,17.998705799982417,0
44,0.8644148936170213,15.27768910001032,0
45,0.8629255319148936,15.39097470001434,0
46,0.8668617021276596,16.435120300011477,0
47,0.8661170212765957,17.350207999988925,0
48,0.8670212765957447,17.273550499987323,0
49,0.8672340425531915,17.228955500002485,0
