round,acc,t_round_s,n_malicious,asr
0,0.2675531914893617,18.132103600000846,3,0.12679347826086956
1,0.5229255319148937,17.994058000011137,3,0.06483695652173913
2,0.661063829787234,17.876115100007155,3,0.07548913043478261
3,0.721436170212766,18.025182000012137,3,0.08548913043478261
4,0.753031914893617,18.04370109998854,3,0.13266304347826086
5,0.7757446808510639,17.996790199991665,3,0.2326086956521739
6,0.7853191489361702,18.101378299994394,3,0.3552173913043478
7,0.8011702127659575,18.0889601999952,3,0.4686413043478261
8,0.8054255319148936,17.842248100001598,3,0.6207608695652174
9,0.8154255319148936,18.02584790000401,3,0.717391304347826
10,0.8198404255319149,18.196606100013014,3,0.78375
11,0.8243085106382979,17.848325400002068,3,0.8340760869565217
12,0.8283510638297872,17.764101499997196,3,0.86
13,0.8307446808510638,17.921255799999926,3,0.883804347826087
14,0.834095744680851,17.99722109999857,3,0.9045652173913044
15,0.8370744680851064,17.673617700012983,3,0.9289673913043478
16,0.8393617021276596,17.7237843000039,3,0.9339673913043478
17,0.8398936170212766,18.03301429998828,3,0.9475
18,0.8418085106382979,17.848207100003492,3,0.9590760869565217
19,0.843936170212766,17.75066059999517,3,0.9627717391304348
20,0.8452127659574468,17.6179065000033,3,0.9675
21,0.8479255319148936,17.617351799999597,3,0.9694021739130435
22,0.8490425531914894,17.618445800006157,3,0.9721739130434782
23,0.8497340425531915,17.842624799988698,3,0.9727173913043479
24,0.8526063829787234,17.646510599995963,3,0.9763586956521739
25,0.853563829787234,17.500724700003047,3,0.9753804347826087
26,0.8526595744680852,17.592107699994813,3,0.98
27,0.8554787234042553,17.751923600008013,3,0.9833152173913043
28,0.8556914893617021,17.675459799997043,3,0.9842934782608695
29,0.8567553191489362,17.56245600001421,3,0.9845108695652174
30,0.8567021276595744,17.828708600005484,3,0.9839673913043478
31,0.8577127659574468,17.3889468999987,3,0.9854891304347826
32,0.8578191489361702,17.536213100000168,3,0.9857065217391304
33,0.8590425531914894,17.734040499999537,3,0.9873913043478261
34,0.859468085106383,17.66012800000317,3,0.9900543478260869
35,0.8589893617021277,17.668642100004945,3,0.9899456521739131
36,0.8601063829787234,17.7806675999891,3,0.9908152173913043
37,0.8604255319148936,17.84058859999641,3,0.9919565217391304
38,0.862872340425532,17.738084200012963,3,0.9908152173913043
39,0.8619148936170212,17.80038030000287,3,0.9916847826086956
40,0.8618617021276596,17.684414600007585,3,0.9926630434782608
41,0.864095744680851,17.73127759998897,3,0.9929891304347827
42,0.8627659574468085,17.781027899996843,3,0.9934782608695653
43,0.8639893617021277,17.672063000005437,3,0.9936956521739131
44,0.8653723404255319,17.677999299994553,3,0.9934239130434782
45,0.8651595744680851,17.797848000001977,3,0.9946739130434783
46,0.8648404255319149,17.894040799990762,3,0.9939673913043479
47,0.8652127659574468,17.958544200009783,3,0.9939130434782608
48,0.8661170212765957,19.848291699992842,3,0.99625
49,0.8661170212765957,18.78413719999662,3,0.9955978260869566
