round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,n_dirty,n_flagged,dirty_flagged,susp_mal,susp_hon,asr
0,0.2505851063829787,59.636781499997596,6,0,0,5,5,3,0.0,0.0,0.32032608695652176
1,0.4600531914893617,62.025764300000446,6,0,0,5,7,3,0.0,0.0,0.26711956521739133
2,0.6322340425531915,61.150121200000285,6,0,0,5,5,2,0.0,0.0,0.5064130434782609
3,0.6993617021276596,61.89948379999987,6,0,0,6,3,1,0.042,0.031,0.8434782608695652
4,0.7555851063829787,61.03175850000116,6,0,0,6,0,0,0.033,0.025,0.8565760869565218
5,0.7767021276595745,61.33833389999927,6,0,0,5,0,0,0.028,0.021,0.9013043478260869
6,0.7852127659574468,61.26402370000142,6,0,0,5,1,0,0.024,0.018,0.9427173913043478
7,0.8002659574468085,61.591920700004266,6,0,0,4,0,0,0.021,0.016,0.9539130434782609
8,0.8082446808510638,61.03191579999839,6,0,0,5,0,0,0.019,0.014,0.9614673913043478
9,0.8162234042553191,61.37749359999725,6,0,0,6,0,0,0.017,0.013,0.9722282608695653
10,0.8195744680851064,61.227297099998395,6,0,0,6,0,0,0.015,0.011,0.9751630434782609
11,0.8256382978723404,61.10789370000566,6,0,0,6,0,0,0.014,0.01,0.9806521739130435
12,0.8258510638297872,61.44903619999968,6,0,0,5,0,0,0.013,0.01,0.9889673913043479
13,0.8310106382978724,61.54452460000175,6,0,0,5,0,0,0.012,0.009,0.9898369565217391
14,0.8322872340425532,61.81923629999801,6,0,0,4,0,0,0.011,0.008,0.9900543478260869
15,0.8360106382978724,61.65186349999567,6,0,0,5,0,0,0.01,0.008,0.991304347826087
16,0.8361702127659575,60.9797144999975,6,0,0,5,0,0,0.01,0.007,0.9935869565217391
17,0.8396808510638298,61.21101720000297,6,0,0,6,0,0,0.009,0.007,0.9954891304347826
18,0.8430851063829787,61.33638210000208,6,0,0,5,0,0,0.009,0.007,0.9957608695652174
19,0.8430851063829787,61.52449749999505,6,0,0,4,0,0,0.008,0.006,0.997445652173913
20,0.8427127659574468,61.28319080000074,6,0,0,5,0,0,0.008,0.006,0.9972282608695652
21,0.8458510638297873,61.77967450000142,6,0,0,6,0,0,0.008,0.006,0.9979347826086956
22,0.8458510638297873,61.341577499995765,6,0,0,6,0,0,0.007,0.005,0.9979347826086956
23,0.8493617021276596,61.4097127999994,6,0,0,6,0,0,0.007,0.005,0.9979347826086956
24,0.8497872340425532,61.70989189999818,6,0,0,5,0,0,0.007,0.005,0.9982608695652174
25,0.849095744680851,62.322492400002375,6,0,0,5,0,0,0.006,0.005,0.9982065217391304
26,0.8529787234042553,61.33496720000403,6,0,0,5,0,0,0.006,0.005,0.9984239130434782
27,0.8502127659574468,61.624543099998846,6,0,0,5,0,0,0.006,0.004,0.9985869565217391
28,0.8530319148936171,61.57615649999934,6,0,0,5,0,0,0.006,0.004,0.9984782608695653
29,0.8542021276595745,61.31433400000242,6,0,0,6,0,0,0.006,0.004,0.998804347826087
30,0.8553191489361702,61.503611200001615,6,0,0,6,0,0,0.005,0.004,0.9986956521739131
31,0.8541489361702128,62.09717900000396,6,0,0,6,0,0,0.005,0.004,0.998804347826087
32,0.8520744680851063,61.63437559999875,6,0,0,5,1,1,0.005,0.004,0.9992391304347826
33,0.8572872340425531,62.13445849999698,6,0,0,4,0,0,0.005,0.004,0.9991304347826087
34,0.8590425531914894,62.14786319999985,6,0,0,5,0,0,0.005,0.004,0.9990217391304348
35,0.8587234042553191,62.17429720000655,6,0,0,6,0,0,0.005,0.003,0.9993478260869565
36,0.8594148936170213,61.86895430000004,6,0,0,5,0,0,0.005,0.003,0.9994565217391305
37,0.8592021276595745,62.11730639999587,6,0,0,5,0,0,0.004,0.003,0.9995108695652174
38,0.8608510638297873,62.22905690000334,6,0,0,5,0,0,0.004,0.003,0.9994565217391305
39,0.8602127659574468,62.2272129999983,6,0,0,5,0,0,0.004,0.003,0.9992934782608696
40,0.8572340425531915,61.5707620999965,6,0,0,5,1,0,0.004,0.003,0.9994565217391305
41,0.8630851063829788,62.226531400003296,6,0,0,5,0,0,0.004,0.003,0.9995108695652174
42,0.8567553191489362,61.78082849999919,6,0,0,5,1,0,0.004,0.003,0.9995108695652174
43,0.8580319148936171,61.84587199999805,6,0,0,5,1,0,0.004,0.003,0.9994565217391305
44,0.8641489361702127,61.77226239999436,6,0,0,5,0,0,0.004,0.003,0.9991847826086957
45,0.8630851063829788,62.1773727999971,6,0,0,3,0,0,0.004,0.003,0.9994565217391305
46,0.8613297872340425,61.997704400004295,6,0,0,4,1,0,0.004,0.003,0.9994565217391305
47,0.8652659574468086,62.19416679999995,6,0,0,4,0,0,0.003,0.003,0.9996195652173913
48,0.8646276595744681,61.917254500003764,6,0,0,5,0,0,0.003,0.003,0.9996739130434783
49,0.8647872340425532,61.70370260000345,6,0,0,6,0,0,0.003,0.003,0.9994021739130434
