round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.26340425531914896,17.512889499979792,0,0,0
1,0.5290957446808511,17.635289300000295,0,0,0
2,0.6775531914893617,16.76410920001217,0,0,0
3,0.7356382978723405,17.101493399997707,0,0,0
4,0.7675531914893617,19.02397600002587,0,0,0
5,0.7858510638297872,19.047954400011804,0,0,0
6,0.7997340425531915,19.03188460000092,0,0,0
7,0.8089893617021277,18.991474099981133,0,0,0
8,0.8153191489361702,18.87969339999836,0,0,0
9,0.8201595744680851,18.845835300016915,0,0,0
10,0.8253191489361702,18.981502900016494,0,0,0
11,0.8310106382978724,19.090482300001895,0,0,0
12,0.8344148936170213,19.055829000019003,0,0,0
13,0.8385638297872341,18.76974709998467,0,0,0
14,0.8397340425531915,19.028763600013917,0,0,0
15,0.8423404255319149,19.19978140000603,0,0,0
16,0.8445212765957447,19.105782600003295,0,0,0
17,0.8467553191489362,19.068562900007237,0,0,0
18,0.8469148936170213,17.348472199984826,0,0,0
19,0.8508510638297873,18.76951139999437,0,0,0
20,0.8485106382978723,18.707198700023582,0,0,0
21,0.8543617021276596,18.85597279999638,0,0,0
22,0.8521276595744681,18.693772500002524,0,0,0
23,0.8551595744680851,18.72911740001291,0,0,0
24,0.8555851063829787,17.5111154000042,0,0,0
25,0.8571276595744681,17.044441200006986,0,0,0
26,0.856063829787234,17.312268599984236,0,0,0
27,0.8580851063829787,13.839556499995524,0,0,0
28,0.8586702127659575,17.68950420001056,0,0,0
29,0.8600531914893617,17.865936700021848,0,0,0
30,0.86,17.88387829999556,0,0,0
31,0.8615957446808511,18.072646999993594,0,0,0
32,0.8611170212765957,17.79538960001082,0,0,0
33,0.8630851063829788,17.840512700000545,0,0,0
34,0.862659574468085,17.889146199973766,0,0,0
35,0.8632978723404255,17.85632639998221,0,0,0
36,0.8644148936170213,18.01087759999791,0,0,0
37,0.8646808510638297,17.91893389998586,0,0,0
38,0.864468085106383,17.7951761999866,0,0,0
39,0.8666489361702128,17.830891099991277,0,0,0
40,0.8665957446808511,17.915278600004967,0,0,0
41,0.8679787234042553,17.99025370000163,0,0,0
42,0.8678191489361702,17.899912799999584,0,0,0
43,0.8667021276595744,17.92572209998616,0,0,0
44,0.8673404255319149,17.813291200000094,0,0,0
45,0.867872340425532,16.957640200009337,0,0,0
46,0.8686170212765958,15.493527000013273,0,0,0
47,0.8699468085106383,17.82301950000692,0,0,0
48,0.8698404255319149,17.21783690000302,0,0,0
49,0.8706382978723404,18.715296899987152,0,0,0
