round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.0475,43.55465279999771,6,0,0
1,0.3243617021276596,43.99251450000156,6,6,2
2,0.5629255319148936,33.19926320000377,6,6,2
3,0.6813297872340426,32.563924999994924,6,6,2
4,0.7302659574468086,32.29481949999172,6,6,2
5,0.7622340425531915,32.437902000005124,6,6,2
6,0.775,32.651662900010706,6,6,2
7,0.7875531914893616,33.0000413999951,6,6,2
8,0.8018617021276596,32.57766850000189,6,6,2
9,0.8056914893617021,32.38925889998791,6,6,2
10,0.8131914893617022,32.323983200010844,6,6,2
11,0.810372340425532,32.514945099988836,6,6,2
12,0.8190425531914893,32.48615349999454,6,6,2
13,0.8234574468085106,32.70299360000354,6,6,2
14,0.8268617021276595,32.658476199998404,6,6,2
15,0.8309574468085107,32.401278100005584,6,6,2
16,0.829627659574468,32.56463039999653,6,6,2
17,0.8307446808510638,32.48698560000048,6,6,2
18,0.8348404255319148,32.496364099992206,6,6,2
19,0.8375,32.524792999989586,6,6,2
20,0.8392553191489361,32.5289053000015,6,6,3
21,0.8419148936170213,31.366741499994532,6,6,3
22,0.8418085106382979,31.574079900005017,6,6,3
23,0.8421276595744681,32.55053459999908,6,6,3
24,0.8451063829787234,31.705025699993712,6,6,3
25,0.8446808510638298,31.3619011999981,6,6,3
26,0.8463829787234043,31.315262099989923,6,6,3
27,0.8461702127659575,31.51340369999525,6,6,3
28,0.8450531914893618,31.503797800003667,6,6,3
29,0.8475,31.68299250000564,6,6,3
