round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,asr
0,0.26659574468085107,9.512553499999967,3,0,1,0.04559782608695652
1,0.5129787234042553,9.13522300000011,3,0,1,0.07086956521739131
2,0.6642021276595744,8.996455200000014,3,0,1,0.04967391304347826
3,0.7231382978723404,9.003021999999987,3,0,1,0.09
4,0.76,9.301005199999963,3,0,1,0.11777173913043479
5,0.7797872340425532,9.032576899999981,3,0,1,0.19179347826086957
6,0.7941489361702128,9.044175600000017,3,0,1,0.2871195652173913
7,0.8034574468085106,9.111951900000008,3,0,1,0.3993478260869565
8,0.8096276595744681,9.16633610000008,3,0,1,0.4728804347826087
9,0.813031914893617,8.980671299999926,3,0,1,0.5739130434782609
10,0.8186702127659574,8.970859099999984,3,0,1,0.7033695652173914
11,0.8269148936170213,9.00606879999998,3,0,1,0.7515217391304347
12,0.8292021276595745,8.985888799999998,3,0,1,0.8098913043478261
13,0.8312234042553192,8.759154199999898,3,0,1,0.857445652173913
14,0.8331382978723404,8.858134199999995,3,0,1,0.8740217391304348
15,0.8345744680851064,8.866967499999987,3,0,1,0.8980434782608696
16,0.8402659574468085,8.96838619999994,3,0,1,0.9169021739130435
17,0.8401595744680851,8.922858099999985,3,0,1,0.925054347826087
18,0.8449468085106383,8.976514599999973,3,0,1,0.9376086956521739
19,0.8431914893617021,8.940767499999993,3,0,1,0.9497282608695652
20,0.8451595744680851,9.009533099999999,3,0,1,0.9594565217391304
21,0.8470744680851063,8.849710800000025,3,0,1,0.9628260869565217
22,0.848404255319149,8.870888100000002,3,0,1,0.9726086956521739
23,0.848563829787234,8.894685999999979,3,0,1,0.9706521739130435
24,0.8514893617021276,9.045461100000011,3,0,1,0.976195652173913
25,0.8505851063829787,8.984668199999987,3,0,1,0.9784239130434783
26,0.8542553191489362,8.761009899999976,3,0,1,0.9788586956521739
27,0.8543085106382978,7.82724989999997,3,0,1,0.9792391304347826
28,0.8546808510638297,7.157580000000053,3,0,1,0.981304347826087
29,0.8571276595744681,7.377683499999989,3,0,1,0.9821739130434782
30,0.8562765957446808,8.87774760000002,3,0,1,0.987445652173913
31,0.8571276595744681,9.07532219999996,3,0,1,0.988641304347826
32,0.8571808510638298,9.206481000000053,3,0,1,0.988804347826087
33,0.8585106382978723,9.060723699999926,3,0,1,0.9896739130434783
34,0.8600531914893617,8.99540920000004,3,0,1,0.9907065217391304
35,0.8592553191489362,9.106103299999972,3,0,1,0.9903260869565217
36,0.8597872340425532,9.084170299999982,3,0,1,0.9916304347826087
37,0.8608510638297873,8.988842800000043,3,0,1,0.9919565217391304
38,0.8610106382978724,9.108436600000005,3,0,1,0.9940217391304348
39,0.8620212765957447,9.151446599999986,3,0,1,0.9941304347826087
40,0.8599468085106383,9.082412699999963,3,0,1,0.9946739130434783
41,0.8629255319148936,9.041348000000085,3,0,1,0.9958695652173913
42,0.8621808510638298,9.107294799999977,3,0,1,0.9958695652173913
43,0.8635106382978723,9.07993620000002,3,0,1,0.9955978260869566
44,0.8636170212765958,9.022693199999935,3,0,1,0.9960869565217392
45,0.8632978723404255,9.080743700000085,3,0,1,0.9957608695652174
46,0.8645744680851064,9.097070900000062,3,0,1,0.9960326086956521
47,0.8647340425531915,9.035816400000044,3,0,1,0.9964673913043478
48,0.8668085106382979,9.002732599999945,3,0,1,0.9976086956521739
49,0.8662234042553192,8.969135599999959,3,0,1,0.9978804347826087
