round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.1,156.20441300001403,100,78,13
1,0.1,111.88299379999808,100,93,41
2,0.1,92.445410299988,100,96,57
3,0.1,87.33903260000807,100,96,64
4,0.1,89.11669379999512,100,97,66
5,0.1,85.75447470000654,100,98,67
6,0.1,87.73931489999813,100,98,69
7,0.1,89.20584589999635,100,98,69
8,0.1,89.65311749999819,100,98,70
9,0.1,89.00501459999941,100,98,70
10,0.1,88.364622100009,100,98,70
11,0.1,87.78025619999971,100,98,70
12,0.1001,86.3932180999982,100,99,70
13,0.1071,86.96511020000617,100,99,70
14,0.1288,86.7219824000058,100,99,70
15,0.1529,86.76464949999354,100,99,70
16,0.1668,86.39505600000848,100,99,70
17,0.1823,86.28223749999597,100,99,70
18,0.2471,85.7893594000052,100,99,71
19,0.3048,87.09025690000271,100,99,71
20,0.3442,85.7694746000052,100,99,71
21,0.3798,85.78845420001016,100,99,74
22,0.4191,85.30966549999721,100,99,76
23,0.4508,84.93527840000752,100,99,76
24,0.4673,85.03207120001025,100,99,76
25,0.4676,85.08678389999841,100,99,78
26,0.4648,84.79773400000704,100,99,82
27,0.4749,84.80467070000304,100,99,84
28,0.478,86.1248096999916,100,99,88
29,0.5094,81.98941169999307,100,99,90
30,0.564,81.52594639999734,100,99,91
31,0.5793,81.60207249999803,100,99,93
32,0.5917,81.99233300000196,100,99,94
33,0.6022,82.18894510000246,100,99,98
34,0.6067,82.55285220000951,100,99,99
35,0.607,81.19985570000426,100,99,103
36,0.6314,81.11101940000663,100,99,104
37,0.6133,79.73491620000277,100,99,105
38,0.6351,79.54011880001053,100,99,109
39,0.6246,77.32737289999204,100,99,114
40,0.6407,75.90977299999213,100,99,119
41,0.6288,74.36389409999538,100,99,121
42,0.6461,73.93292269999802,100,99,125
43,0.6355,73.96386609999172,100,99,127
44,0.654,73.38017990000662,100,99,129
45,0.6447,73.12918460000947,100,99,131
46,0.6614,71.68620199999714,100,99,139
47,0.6559,71.47481559999869,100,99,141
48,0.665,71.7148223999975,100,99,142
49,0.6638,73.33066439999675,100,99,145
